"pedon","taxon","sampled_as","cec7_pscs","cvcs_pscs","bs82_pscs","bs7_pscs","activity_class","mollisol_bs","has_dark_surface","is_mollisol","has_mollic","ultic_subgroup","is_ultic_haploxeralf","is_mollic_haploxeralf","is_typic_haploxeralf","is_something_else"
"1","78CA019002","AUBERRY","AUBERRY",0.52099997997284,11.6540000534058,77.28,100,
