"","order","suborder","greatgroup","series","top","bottom","units","family","subgroup","subgroup_code","class_string","topt","bottomt"
"207","Mollisols","Xerolls","Haploxerolls","RHEA","7","20","inches","Fine-silty, mixed, superactive, mesic Calcic Haploxerolls","calcic haploxerolls","IFFZd","Fine-silty, mixed, superactive, mesic",17.78,50.8
"208","Mollisols","Ustolls","Haplustolls","ROCKHOUSE","10","20","inches","Sandy-skeletal, mixed, thermic Fluventic Haplustolls","fluventic haplustolls","IGGZ","Sandy-skeletal, mixed, thermic",25.4,50.8
"209","Mollisols","Aquolls","Endoaquolls","ROLISS","7","20","inches","Fine-loamy, mixed, superactive, calcareous, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Fine-loamy, mixed, superactive, calcareous, frigid",17.78,50.8
"210","Mollisols","Xerolls","Haploxerolls","RONDOWA","20","30","inches","Loamy-skeletal, mixed, superactive, frigid Pachic Haploxerolls","pachic haploxerolls","IFFS","Loamy-skeletal, mixed, superactive, frigid",50.8,76.2
"211","Mollisols","Aquolls","Cryaquolls","ROSANE","23","40","inches","Coarse-loamy, mixed, superactive Typic Cryaquolls","typic cryaquolls","IBAH","Coarse-loamy, mixed, superactive",58.42,101.6
"212","Mollisols","Aquolls","Endoaquolls","RUNEBERG","8","20","inches","Coarse-loamy, mixed, superactive, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy, mixed, superactive, frigid",20.32,50.8
"213","Mollisols","Xerolls","Calcixerolls","SANPITCH","7","16","inches","Fine-loamy, mixed, superactive, frigid Aridic Calcixerolls","aridic calcixerolls","IFDH","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"214","Mollisols","Xerolls","Calcixerolls","SASSER","7","12","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Aridic Calcixerolls","aridic calcixerolls","IFDH","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,30.48
"215","Mollisols","Aquolls","Endoaquolls","SAUVIE","10","24","inches","Fine-silty, mixed, superactive, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Fine-silty, mixed, superactive, mesic",25.4,60.96
"216","Mollisols","Aquolls","Endoaquolls","SAWATCH","7","24","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,60.96
"217","Mollisols","Cryolls","Haplocryolls","SAWCREEK","7","15","inches","Coarse-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Coarse-loamy, mixed, superactive",17.78,38.1
"218","Mollisols","Aquolls","Endoaquolls","SEDGEVILLE","7","16","inches","Coarse-loamy, mixed, superactive, frigid Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Coarse-loamy, mixed, superactive, frigid",17.78,40.64
"219",NA,NA,NA,"SEDWELL","20","30","inches","Fine-loamy, carbonatic, frigid Pachic
Calcixerolls",NA,NA,NA,50.8,76.2
"220","Mollisols","Aquolls","Endoaquolls","SEPO","10","24","inches","Fine-silty, mixed, superactive, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Fine-silty, mixed, superactive, mesic",25.4,60.96
"221","Mollisols","Xerolls","Haploxerolls","SEQUIM","15","23","inches","Sandy-skeletal, mixed, mesic Vitrandic Haploxerolls","vitrandic haploxerolls","IFFH","Sandy-skeletal, mixed, mesic",38.1,58.42
"222","Mollisols","Ustolls","Haplustolls","SHANTA","20","27","inches","Fine-loamy, mixed, superactive, mesic Cumulic Haplustolls","cumulic haplustolls","IGGQ","Fine-loamy, mixed, superactive, mesic",50.8,68.58
"223","Mollisols","Ustolls","Haplustolls","SHECKLE","25","48","inches","Fine-loamy, mixed, superactive, frigid Pachic Haplustolls","pachic haplustolls","IGGU","Fine-loamy, mixed, superactive, frigid",63.5,121.92
"224","Mollisols","Ustolls","Haplustolls","SHRINE","0","7","inches","Fine-loamy, mixed, superactive, frigid Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Fine-loamy, mixed, superactive, frigid",0,17.78
"225","Mollisols","Aquolls","Endoaquolls","SIKESTON","24","48","inches","Fine-loamy, mixed, superactive, thermic Cumulic Endoaquolls","cumulic endoaquolls","IBGI","Fine-loamy, mixed, superactive, thermic",60.96,121.92
"226","Mollisols","Aquolls","Cryaquolls","SILVIES","20","30","inches","Fine, smectitic Vertic Cryaquolls","vertic cryaquolls","IBAA","Fine, smectitic",50.8,76.2
"227","Mollisols","Xerolls","Haploxerolls","SINAMOX","20","36","inches","Fine-loamy, mixed, superactive, mesic Pachic Haploxerolls","pachic haploxerolls","IFFS","Fine-loamy, mixed, superactive, mesic",50.8,91.44
"228","Mollisols","Xerolls","Haploxerolls","SNOW","30","48","inches","Fine-silty, mixed, superactive, mesic Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Fine-silty, mixed, superactive, mesic",76.2,121.92
"229","Mollisols","Ustolls","Haplustolls","SPEARMAN","7","15","inches","Fine-loamy over fragmental, mixed, superactive, mesic Aridic Haplustolls","aridic haplustolls","IGGY","Fine-loamy over fragmental, mixed, superactive, mesic",17.78,38.1
"230","Mollisols","Aquolls","Endoaquolls","SPICER","12","24","inches","Fine-silty, mixed, superactive, calcareous, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Fine-silty, mixed, superactive, calcareous, mesic",30.48,60.96
"231","Mollisols","Aquolls","Cryaquolls","SPRAGUERIVER","40","60","inches"," Fine-loamy, mixed, superactive Aquandic Cryaquolls","aquandic cryaquolls","IBAD","Fine-loamy, mixed, superactive",101.6,152.4
"232","Mollisols","Xerolls","Haploxerolls","ST. MARYS","9","20","inches","Loamy-skeletal, mixed, superactive, frigid Typic Haploxerolls","typic haploxerolls","IFFZh","Loamy-skeletal, mixed, superactive, frigid",22.86,50.8
"233","Mollisols","Xerolls","Calcixerolls","STODA","11","18","inches","Fine-loamy, mixed, superactive, mesic Typic Calcixerolls","typic calcixerolls","IFDJ","Fine-loamy, mixed, superactive, mesic",27.94,45.72
"234","Mollisols","Aquolls","Endoaquolls","SUCKERCREEK","7","24","inches","Coarse-loamy, mixed, superactive, calcareous, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Coarse-loamy, mixed, superactive, calcareous, mesic",17.78,60.96
"235","Mollisols","Cryolls","Argicryolls","SUNSHINE","7","15","inches","Clayey-skeletal, smectitic Alfic Argicryolls","alfic argicryolls","IEDK","Clayey-skeletal, smectitic",17.78,38.1
"236","Mollisols","Ustolls","Haplustolls","SWINT","10","20","inches","Fine-loamy, mixed, superactive, mesic Fluventic Haplustolls","fluventic haplustolls","IGGZ","Fine-loamy, mixed, superactive, mesic",25.4,50.8
"237","Mollisols","Aquolls","Endoaquolls","TALCOT","14","24","inches","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, calcareous, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, calcareous, mesic",35.56,60.96
"238","Mollisols","Xerolls","Haploxerolls","TALMAGE","10","19","inches","Loamy-skeletal, mixed, superactive, thermic Fluventic Haploxerolls","fluventic haploxerolls","IFFZb","Loamy-skeletal, mixed, superactive, thermic",25.4,48.26
"239","Mollisols","Cryolls","Haplocryolls","TAMP","7","15","inches","Fine-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Fine-loamy, mixed, superactive",17.78,38.1
"240","Mollisols","Cryolls","Haplocryolls","TEOCULLI","7","15","inches","Coarse-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Coarse-loamy, mixed, superactive",17.78,38.1
"241","Mollisols","Xerolls","Haploxerolls","TETHEROW","7","12","inches","Loamy over pumiceous or cindery, mixed, superactive, mesic Vitritorrandic Haploxerolls","vitritorrandic haploxerolls","IFFG","Loamy over pumiceous or cindery, mixed, superactive, mesic",17.78,30.48
"242","Entisols","Fluvents","Cryofluvents","TETONVILLE","6","10","inches","Sandy-skeletal, mixed Mollic Cryofluvents","mollic cryofluvents","LDBE","Sandy-skeletal, mixed",15.24,25.4
"243","Mollisols","Aquolls","Endoaquolls","TIFFANY","10","24","inches","Coarse-loamy, mixed, superactive, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy, mixed, superactive, frigid",25.4,60.96
"244","Mollisols","Cryolls","Haplocryolls","TILTON","15","36","inches","Fine-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Fine-loamy, mixed, superactive",38.1,91.44
"245","Mollisols","Ustolls","Haplustolls","TOBIN","50","100","centimeters","Fine-silty, mixed, superactive, mesic Cumulic Haplustolls","cumulic haplustolls","IGGQ","Fine-silty, mixed, superactive, mesic",50,100
"246","Mollisols","Xerolls","Haploxerolls","TOMBEALL","20","35","inches","Coarse-loamy, mixed, superactive, mesic Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Coarse-loamy, mixed, superactive, mesic",50.8,88.9
"247","Mollisols","Cryolls","Haplocryolls","TOMICHI","7","15","inches","Sandy, mixed Ustic Haplocryolls","ustic haplocryolls","IEFN","Sandy, mixed",17.78,38.1
"248","Andisols","Aquands","Cryaquands","TONATA","10","20","inches","Ashy, glassy, nonacid Typic Cryaquands","typic cryaquands","DABD","Ashy, glassy, nonacid",25.4,50.8
"249","Mollisols","Aquolls","Endoaquolls","TOTTLES","64","102","cm","Fine, mixed, superactive, calcareous, frigid Cumulic Vertic Endoaquolls","cumulic vertic endoaquolls","IBGB","Fine, mixed, superactive, calcareous, frigid",64,102
"250","Mollisols","Aquolls","Endoaquolls","TRACK","10","24","inches","Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive, calcareous, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive, calcareous, mesic",25.4,60.96
"251","Inceptisols","Aquepts","Humaquepts","TULANA","10","23","inches","Fine-silty, mixed, superactive, nonacid, mesic Aquandic Humaquepts","aquandic humaquepts","KAHC","Fine-silty, mixed, superactive, nonacid, mesic",25.4,58.42
"252","Inceptisols","Aquepts","Humaquepts","TULANA","10","23","inches","Fine-silty, mixed, superactive, nonacid, mesic Aquandic Humaquepts","aquandic humaquepts","KAHC","Fine-silty, mixed, superactive, nonacid, mesic",25.4,58.42
"253","Inceptisols","Aquepts","Humaquepts","TULANA","6","27","inches","Fine-silty, mixed, superactive, nonacid, mesic Aquandic Humaquepts","aquandic humaquepts","KAHC","Fine-silty, mixed, superactive, nonacid, mesic",15.24,68.58
"254","Inceptisols","Aquepts","Humaquepts","TULANA","6","27","inches","Fine-silty, mixed, superactive, nonacid, mesic Aquandic Humaquepts","aquandic humaquepts","KAHC","Fine-silty, mixed, superactive, nonacid, mesic",15.24,68.58
"255","Mollisols","Aquolls","Endoaquolls","TULARE","14","25","inches","Fine, smectitic, calcareous, thermic Fluvaquentic Vertic Endoaquolls","fluvaquentic vertic endoaquolls","IBGC","Fine, smectitic, calcareous, thermic",35.56,63.5
"256","Mollisols","Aquolls","Endoaquolls","TULEBASIN","14","32","inches","Fine, mixed, superactive, mesic Aquandic Endoaquolls","aquandic endoaquolls","IBGG","Fine, mixed, superactive, mesic",35.56,81.28
"257","Mollisols","Cryolls","Haplocryolls","TURSON","7","15","inches","Fine-loamy over sandy or sandy-skeletal, mixed, superactive Oxyaquic Haplocryolls","oxyaquic haplocryolls","IEFI","Fine-loamy over sandy or sandy-skeletal, mixed, superactive",17.78,38.1
"258","Mollisols","Cryolls","Haplocryolls","UHL","7","15","inches","Fine-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Fine-loamy, mixed, superactive",17.78,38.1
"259","Mollisols","Xerolls","Haploxerolls","UTABA","20","30","inches","Loamy-skeletal over fragmental, mixed, superactive, frigid Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Loamy-skeletal over fragmental, mixed, superactive, frigid",50.8,76.2
"260","Mollisols","Xerolls","Haploxerolls","VALPAC","10","20","inches","Fine-loamy, mixed, superactive, thermic Fluvaquentic Haploxerolls","fluvaquentic haploxerolls","IFFL","Fine-loamy, mixed, superactive, thermic",25.4,50.8
"261",NA,NA,NA,"VANNI","7","13","inches","Fine-loamy, carbonatic, frigid Typic
Calcixerolls",NA,NA,NA,17.78,33.02
"262","Mollisols","Aquolls","Cryaquolls","VENAPASS","16","24","inches","Coarse-loamy, mixed, superactive Typic Cryaquolls","typic cryaquolls","IBAH","Coarse-loamy, mixed, superactive",40.64,60.96
"263","Mollisols","Aquolls","Endoaquolls","VENLO","10","20","inches","Sandy, mixed, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Sandy, mixed, frigid",25.4,50.8
"264","Vertisols","Aquerts","Epiaquerts","VIKING","9","18","inches","Very-fine, smectitic, frigid Typic Epiaquerts","typic epiaquerts","FAGJ","Very-fine, smectitic, frigid",22.86,45.72
"265","Mollisols","Xerolls","Haploxerolls","VINA","20","48","inches","Coarse-loamy, mixed, superactive, thermic Pachic Haploxerolls","pachic haploxerolls","IFFS","Coarse-loamy, mixed, superactive, thermic",50.8,121.92
"266","Mollisols","Aquolls","Endoaquolls","WABANICA","7","14","inches","Fine-silty, mixed, superactive, calcareous, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Fine-silty, mixed, superactive, calcareous, frigid",17.78,35.56
"267","Mollisols","Xerolls","Haploxerolls","WAGONJACKET","50","75","cm","Coarse-silty, mixed, superactive, frigid Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Coarse-silty, mixed, superactive, frigid",50,75
"268","Mollisols","Udolls","Hapludolls","WAHKEENA","24","40","inches","Fragmental, mixed, mesic Pachic Hapludolls","pachic hapludolls","IHFM","Fragmental, mixed, mesic",60.96,101.6
"269","Mollisols","Xerolls","Haploxerolls","WAHTIGUP","7","12","inches","Fine-loamy, mixed, superactive, frigid Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Fine-loamy, mixed, superactive, frigid",17.78,30.48
"270","Mollisols","Ustolls","Haplustolls","WALDECK","10","20","inches","Coarse-loamy, mixed, superactive, thermic Fluvaquentic Haplustolls","fluvaquentic haplustolls","IGGS","Coarse-loamy, mixed, superactive, thermic",25.4,50.8
"271","Mollisols","Aquolls","Endoaquolls","WALDO","10","24","inches","Fine, smectitic, mesic Fluvaquentic Vertic Endoaquolls","fluvaquentic vertic endoaquolls","IBGC","Fine, smectitic, mesic",25.4,60.96
"272","Mollisols","Aquolls","Endoaquolls","WAPATO","10","24","inches","Fine-silty, mixed, superactive, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Fine-silty, mixed, superactive, mesic",25.4,60.96
"273","Mollisols","Xerolls","Haploxerolls","WAPELLO","5","12","inches","Coarse-loamy, mixed, superactive, frigid Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Coarse-loamy, mixed, superactive, frigid",12.7,30.48
"274","Mollisols","Aquolls","Endoaquolls","WARMAN","7","24","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,60.96
"275","Mollisols","Aquolls","Epiaquolls","WARROAD","7","13","inches","Sandy over loamy, mixed, superactive, frigid Typic Epiaquolls","typic epiaquolls","IBFJ","Sandy over loamy, mixed, superactive, frigid",17.78,33.02
"276","Mollisols","Aquolls","Endoaquolls","WENAS","24","35","inches","Fine-loamy, mixed, superactive, mesic Cumulic Endoaquolls","cumulic endoaquolls","IBGI","Fine-loamy, mixed, superactive, mesic",60.96,88.9
"277","Mollisols","Aquolls","Cryaquolls","WICHUP","7","19","inches","Coarse-loamy, mixed, superactive Histic Cryaquolls","histic cryaquolls","IBAB","Coarse-loamy, mixed, superactive",17.78,48.26
"278","Mollisols","Aquolls","Endoaquolls","WOLDALE","13","23","inches","Fine, mixed, superactive, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Fine, mixed, superactive, mesic",33.02,58.42
"279","Mollisols","Ustolls","Haplustolls","WONSITS","16","24","inches","Sandy-skeletal, siliceous, frigid Cumulic Haplustolls","cumulic haplustolls","IGGQ","Sandy-skeletal, siliceous, frigid",40.64,60.96
"280","Mollisols","Aquolls","Endoaquolls","WOODSLAKE","7","9","inches","Very-fine, smectitic, frigid Vertic Endoaquolls","vertic endoaquolls","IBGD","Very-fine, smectitic, frigid",17.78,22.86
"281","Mollisols","Xerolls","Haploxerolls","YAKIMA","20","40","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Cumulic Haploxerolls","cumulic haploxerolls","IFFK","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, mesic",50.8,101.6
"282",NA,NA,NA,"ZENDA","10","20","inches","Fine-loamy, mixed, thermic Fluvaquentic
Haplustolls",NA,NA,NA,25.4,50.8
"283","Mollisols","Aquolls","Endoaquolls","ZILLAH","12","24","inches","Coarse-silty, mixed, superactive, mesic Fluvaquentic Endoaquolls","fluvaquentic endoaquolls","IBGJ","Coarse-silty, mixed, superactive, mesic",30.48,60.96
