"","order","suborder","greatgroup","series","top","bottom","units","family","subgroup","subgroup_code","class_string","topt","bottomt"
"129","Mollisols","Udolls","Hapludolls","DOLAND","7","16","inches","Fine-loamy, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"130","Mollisols","Ustolls","Haplustolls","DOMINSON","7","15","inches","Sandy-skeletal, mixed, frigid Aridic Haplustolls","aridic haplustolls","IGGY","Sandy-skeletal, mixed, frigid",17.78,38.1
"131","Mollisols","Xerolls","Haploxerolls","DONAVAN","7","20","inches","Coarse-loamy, isotic, mesic Vitrandic Haploxerolls","vitrandic haploxerolls","IFFH","Coarse-loamy, isotic, mesic",17.78,50.8
"132","Mollisols","Xerolls","Haploxerolls","DONNYBROOK","7","10","inches","Loamy, mixed, superactive, mesic, shallow Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Loamy, mixed, superactive, mesic, shallow",17.78,25.4
"133","Mollisols","Udolls","Argiudolls","DORAN","7","16","inches","Fine, smectitic, frigid Aquertic Argiudolls","aquertic argiudolls","IHDC","Fine, smectitic, frigid",17.78,40.64
"134","Mollisols","Ustolls","Haplustolls","DORRANCE","7","19","inches","Sandy, mixed, mesic Entic Haplustolls","entic haplustolls","IGGZd","Sandy, mixed, mesic",17.78,48.26
"135","Vertisols","Aquerts","Calciaquerts","EAGLEPOINT","7","12","inches","Very-fine, smectitic, frigid Typic Calciaquerts","typic calciaquerts","FAEB","Very-fine, smectitic, frigid",17.78,30.48
"136","Mollisols","Ustolls","Argiustolls","EAKIN","7","20","inches","Fine-silty, mixed, superactive, mesic Typic Argiustolls","typic argiustolls","IGEU","Fine-silty, mixed, superactive, mesic",17.78,50.8
"137","Mollisols","Ustolls","Argiustolls","EAPA","7","16","inches","Fine-loamy, mixed, superactive, frigid Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"138","Mollisols","Udolls","Hapludolls","ECKMAN","7","16","inches","Coarse-silty, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Coarse-silty, mixed, superactive, frigid",17.78,40.64
"139","Mollisols","Udolls","Hapludolls","EDGELEY","7","16","inches","Fine-loamy, mixed, superactive, frigid Typic Hapludolls","typic hapludolls","IHFS","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"140","Mollisols","Ustolls","Haplustolls","EDWIN","7","10","inches","Coarse-silty, mixed, superactive, mesic Entic Haplustolls","entic haplustolls","IGGZd","Coarse-silty, mixed, superactive, mesic",17.78,25.4
"141","Mollisols","Ustolls","Argiustolls","EGUAJE","7","20","inches","Clayey-skeletal, smectitic, mesic Calcidic Argiustolls","calcidic argiustolls","IGEQ","Clayey-skeletal, smectitic, mesic",17.78,50.8
"142","Mollisols","Xerolls","Haploxerolls","EGYPTCREEK","7","14","inches","Loamy-skeletal, isotic, frigid Vitrandic Haploxerolls","vitrandic haploxerolls","IFFH","Loamy-skeletal, isotic, frigid",17.78,35.56
"143","Mollisols","Ustolls","Natrustolls","EKALAKA","7","25","inches","Coarse-loamy, mixed, superactive, frigid Typic Natrustolls","typic natrustolls","IGBL","Coarse-loamy, mixed, superactive, frigid",17.78,63.5
"144","Mollisols","Xerolls","Durixerolls","ELENORE","7","10","inches","Loamy, mixed, superactive, mesic, shallow Typic Durixerolls","typic durixerolls","IFAP","Loamy, mixed, superactive, mesic, shallow",17.78,25.4
"145","Mollisols","Ustolls","Haplustolls","ELKADER","7","20","inches","Fine-silty, mixed, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Fine-silty, mixed, mesic",17.78,50.8
"146","Mollisols","Xerolls","Haploxerolls","ELLISFORDE","7","16","inches","Coarse-silty, mixed, superactive, mesic Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Coarse-silty, mixed, superactive, mesic",17.78,40.64
"147","Mollisols","Aquolls","Calciaquolls","ELMVILLE","7","16","inches","Coarse-loamy over clayey, mixed over smectitic, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Coarse-loamy over clayey, mixed over smectitic, superactive, frigid",17.78,40.64
"148","Mollisols","Cryolls","Argicryolls","ELWOOD","7","16","inches","Loamy-skeletal, mixed, superactive Typic Argicryolls","typic argicryolls","IEDN","Loamy-skeletal, mixed, superactive",17.78,40.64
"149","Mollisols","Ustolls","Calciustolls","EMMONS","7","15","inches","Fine-loamy, mixed, superactive, frigid Aridic Calciustolls","aridic calciustolls","IGCL","Fine-loamy, mixed, superactive, frigid",17.78,38.1
"150","Mollisols","Albolls","Argialbolls","ENLOE","7","14","inches","Fine, smectitic, frigid Argiaquic Argialbolls","argiaquic argialbolls","IABD","Fine, smectitic, frigid",17.78,35.56
"151","Mollisols","Xerolls","Haploxerolls","ENTIAT","7","10","inches","Loamy-skeletal, mixed, superactive, mesic, shallow Aridic Haploxerolls","aridic haploxerolls","IFFY","Loamy-skeletal, mixed, superactive, mesic, shallow",17.78,25.4
"152","Mollisols","Xerolls","Calcixerolls","ERDA","7","23","inches","Fine-silty, mixed, superactive, mesic Typic Calcixerolls","typic calcixerolls","IFDJ","Fine-silty, mixed, superactive, mesic",17.78,58.42
"153","Mollisols","Aquolls","Epiaquolls","ESPELIE","7","16","inches","Sandy over clayey, mixed over smectitic, frigid Typic Epiaquolls","typic epiaquolls","IBFJ","Sandy over clayey, mixed over smectitic, frigid",17.78,40.64
"154","Mollisols","Udolls","Hapludolls","ESTELLINE","7","16","inches","Fine-silty over sandy or sandy-skeletal, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Fine-silty over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,40.64
"155","Mollisols","Ustolls","Calciustolls","ETHAN","7","10","inches","Fine-loamy, mixed, superactive, mesic Typic Calciustolls","typic calciustolls","IGCN","Fine-loamy, mixed, superactive, mesic",17.78,25.4
"156","Mollisols","Udolls","Hapludolls","ETTER","7","20","inches","Coarse-loamy, mixed, superactive, mesic Typic Hapludolls","typic hapludolls","IHFS","Coarse-loamy, mixed, superactive, mesic",17.78,50.8
"157","Mollisols","Ustolls","Argiustolls","EVANSTON","7","15","inches","Fine-loamy, mixed, superactive, frigid Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, frigid",17.78,38.1
"158","Mollisols","Ustolls","Argiustolls","FAIRLO","7","19","inches","Fine-silty, mixed, superactive, mesic Typic Argiustolls","typic argiustolls","IGEU","Fine-silty, mixed, superactive, mesic",17.78,48.26
"159","Mollisols","Xerolls","Haploxerolls","FALULA","7","12","inches","Loamy-skeletal, mixed, superactive, frigid Lithic Haploxerolls","lithic haploxerolls","IFFC","Loamy-skeletal, mixed, superactive, frigid",17.78,30.48
"160","Mollisols","Xerolls","Haploxerolls","FARRELL","7","20","inches","Coarse-loamy, mixed, superactive, mesic Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Coarse-loamy, mixed, superactive, mesic",17.78,50.8
"161","Mollisols","Ustolls","Argiustolls","FEATHERLEGS","7","12","inches","Fine-loamy, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, mesic",17.78,30.48
"162","Mollisols","Aquolls","Calciaquolls","FEDORA","7","16","inches","Coarse-loamy, mixed, superactive, mesic Typic Calciaquolls","typic calciaquolls","IBDC","Coarse-loamy, mixed, superactive, mesic",17.78,40.64
"163","Mollisols","Ustolls","Argiustolls","FELOR","7","15","inches","Fine-loamy, mixed, superactive, frigid Typic Argiustolls","typic argiustolls","IGEU","Fine-loamy, mixed, superactive, frigid",17.78,38.1
"164","Alfisols","Udalfs","Hapludalfs","FIEDLER","18","49","centimeters","Fine-loamy, mixed, active, isomesic Mollic Hapludalfs","mollic hapludalfs","JEJZc","Fine-loamy, mixed, active, isomesic",18,49
"165","Mollisols","Cryolls","Haplocryolls","FIRTH","7","16","inches","Coarse-loamy, mixed, superactive Aquic Haplocryolls","aquic haplocryolls","IEFH","Coarse-loamy, mixed, superactive",17.78,40.64
"166","Mollisols","Ustolls","Haplustolls","FLOWEREE","7","16","inches","Fine-silty, mixed, superactive, frigid Aridic Haplustolls","aridic haplustolls","IGGY","Fine-silty, mixed, superactive, frigid",17.78,40.64
"167","Mollisols","Udolls","Hapludolls","FOLDAHL","7","21","inches","Sandy over loamy, mixed, superactive, frigid Oxyaquic Hapludolls","oxyaquic hapludolls","IHFO","Sandy over loamy, mixed, superactive, frigid",17.78,53.34
"168","Mollisols","Ustolls","Paleustolls","FONDIS","7","19","inches","Fine, smectitic, mesic Aridic Paleustolls","aridic paleustolls","IGDH","Fine, smectitic, mesic",17.78,48.26
"169","Mollisols","Xerolls","Argixerolls","FOPIANO","7","15","inches","Clayey, smectitic, frigid, shallow Vitrandic Argixerolls","vitrandic argixerolls","IFEH","Clayey, smectitic, frigid, shallow",17.78,38.1
"170","Mollisols","Udolls","Argiudolls","FORMAN","7","16","inches","Fine-loamy, mixed, superactive, frigid Calcic Argiudolls","calcic argiudolls","IHDT","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"171","Mollisols","Cryolls","Argicryolls","FORNOR","7","15","inches","Loamy-skeletal, mixed, superactive Ustic Argicryolls","ustic argicryolls","IEDL","Loamy-skeletal, mixed, superactive",17.78,38.1
"172","Mollisols","Cryolls","Argicryolls","FORSEY","7","15","inches","Loamy-skeletal, mixed, superactive Xeric Argicryolls","xeric argicryolls","IEDM","Loamy-skeletal, mixed, superactive",17.78,38.1
"173","Mollisols","Udolls","Hapludolls","FOXHOME","7","19","inches","Sandy-skeletal over loamy, mixed, superactive, frigid Oxyaquic Hapludolls","oxyaquic hapludolls","IHFO","Sandy-skeletal over loamy, mixed, superactive, frigid",17.78,48.26
"174","Mollisols","Xerolls","Haploxerolls","FOXOL","7","12","inches","Loamy-skeletal, mixed, superactive, frigid Lithic Haploxerolls","lithic haploxerolls","IFFC","Loamy-skeletal, mixed, superactive, frigid",17.78,30.48
"175","Mollisols","Aquolls","Calciaquolls","FRAM","7","20","inches","Coarse-loamy, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Coarse-loamy, mixed, superactive, frigid",17.78,50.8
"176","Mollisols","Xerolls","Haploxerolls","FUEGO","7","20","inches","Loamy-skeletal, mixed, superactive, frigid Typic Haploxerolls","typic haploxerolls","IFFZh","Loamy-skeletal, mixed, superactive, frigid",17.78,50.8
"177","Mollisols","Cryolls","Haplocryolls","GANIS","7","10","inches","Loamy, isotic Lithic Haplocryolls","lithic haplocryolls","IEFA","Loamy, isotic",17.78,25.4
"178","Mollisols","Xerolls","Argixerolls","GARCIA","7","15","inches","Fine-loamy, mixed, active, mesic Ultic Argixerolls","ultic argixerolls","IFEU","Fine-loamy, mixed, active, mesic",17.78,38.1
"179","Mollisols","Xerolls","Argixerolls","GARNEL","18","25","cm","Loamy-skeletal, mixed, superactive, frigid, shallow Aridic Argixerolls","aridic argixerolls","IFES","Loamy-skeletal, mixed, superactive, frigid, shallow",18,25
"180","Mollisols","Aquolls","Endoaquolls","GAS CREEK","7","24","inches","Sandy-skeletal, mixed, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Sandy-skeletal, mixed, frigid",17.78,60.96
"181","Mollisols","Udolls","Hapludolls","GERMANTOWN","7","16","inches","Fine-loamy, mixed, superactive, mesic Typic Hapludolls","typic hapludolls","IHFS","Fine-loamy, mixed, superactive, mesic",17.78,40.64
"182","Mollisols","Aquolls","Calciaquolls","GILBY","7","15","inches","Fine-loamy, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Fine-loamy, mixed, superactive, frigid",17.78,38.1
"183","Alfisols","Udalfs","Hapludalfs","GLADEK","7","10","inches"," Fine-silty, mixed, superactive, mesic Mollic Hapludalfs","mollic hapludalfs","JEJZc","Fine-silty, mixed, superactive, mesic",17.78,25.4
"184","Mollisols","Ustolls","Argiustolls","GLENHAM","7","19","inches","Fine-loamy, mixed, superactive, mesic Typic Argiustolls","typic argiustolls","IGEU","Fine-loamy, mixed, superactive, mesic",17.78,48.26
"185","Mollisols","Aquolls","Calciaquolls","GLYNDON","7","16","inches","Coarse-silty, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Coarse-silty, mixed, superactive, frigid",17.78,40.64
"186","Mollisols","Ustolls","Haplustolls","GOLVA","7","16","inches","Fine-silty, mixed, superactive, frigid Typic Haplustolls","typic haplustolls","IGGZe","Fine-silty, mixed, superactive, frigid",17.78,40.64
"187","Mollisols","Xerolls","Argixerolls","GOODNOE","7","14","inches","Loamy-skeletal, mixed, superactive, mesic Typic Argixerolls","typic argixerolls","IFEV","Loamy-skeletal, mixed, superactive, mesic",17.78,35.56
"188","Mollisols","Xerolls","Durixerolls","GORST","7","9","inches","Loamy, mixed, superactive, mesic, shallow Haploduridic Durixerolls","haploduridic durixerolls","IFAH","Loamy, mixed, superactive, mesic, shallow",17.78,22.86
"189","Vertisols","Aquerts","Endoaquerts","GRANO","7","24","inches","Fine, smectitic, frigid Typic Endoaquerts","typic endoaquerts","FAHJ","Fine, smectitic, frigid",17.78,60.96
"190","Mollisols","Aquolls","Argiaquolls","GRAT","7","40","inches","Clayey over sandy or sandy-skeletal, smectitic, mesic Typic Argiaquolls","typic argiaquolls","IBEE","Clayey over sandy or sandy-skeletal, smectitic, mesic",17.78,101.6
"191","Mollisols","Ustolls","Calciustolls","GRAYSTONE","7","10","inches","Coarse-loamy, mixed, superactive, mesic Aridic Calciustolls","aridic calciustolls","IGCL","Coarse-loamy, mixed, superactive, mesic",17.78,25.4
"192","Mollisols","Udolls","Hapludolls","GREAT BEND","7","16","inches","Fine-silty, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Fine-silty, mixed, superactive, frigid",17.78,40.64
"193","Mollisols","Ustolls","Calciustolls","GREENHOPE","18","25","centimeters","Coarse-loamy, mixed, superactive, mesic Aridic Calciustolls","aridic calciustolls","IGCL","Coarse-loamy, mixed, superactive, mesic",18,25
"194","Mollisols","Aquolls","Calciaquolls","GRIMSTAD","7","16","inches","Sandy over loamy, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Sandy over loamy, mixed, superactive, frigid",17.78,40.64
"195","Mollisols","Ustolls","Calciustolls","GUBEN","7","13","inches","Loamy-skeletal, mixed, superactive, frigid Aridic Calciustolls","aridic calciustolls","IGCL","Loamy-skeletal, mixed, superactive, frigid",17.78,33.02
"196","Mollisols","Aquolls","Calciaquolls","GUNCLUB","7","24","inches","Fine-silty, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Fine-silty, mixed, superactive, frigid",17.78,60.96
"197","Mollisols","Xerolls","Argixerolls","HAFMAU","7","19","inches","Clayey-skeletal, smectitic, frigid Lithic Ultic Argixerolls","lithic ultic argixerolls","IFEB","Clayey-skeletal, smectitic, frigid",17.78,48.26
"198","Mollisols","Aquolls","Calciaquolls","HAMERLY","7","18","inches","Fine-loamy, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Fine-loamy, mixed, superactive, frigid",17.78,45.72
"199","Mollisols","Aquolls","Endoaquolls","HANGAARD","7","20","inches","Sandy, mixed, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Sandy, mixed, frigid",17.78,50.8
"200","Mollisols","Ustolls","Argiustolls","HARGREAVE","7","19","inches","Fine-loamy, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, mesic",17.78,48.26
"201","Mollisols","Xerolls","Haploxerolls","HARPT","7","19","inches","Fine-loamy, mixed, superactive, mesic Torrifluventic Haploxerolls","torrifluventic haploxerolls","IFFT","Fine-loamy, mixed, superactive, mesic",17.78,48.26
"202","Mollisols","Xerolls","Durixerolls","HARWOOD","7","15","inches","Fine-loamy, mixed, superactive, mesic Haploduridic Durixerolls","haploduridic durixerolls","IFAH","Fine-loamy, mixed, superactive, mesic",17.78,38.1
"203","Vertisols","Uderts","Hapluderts","HATTIE","7","20","inches","Fine, smectitic, frigid Aquic Hapluderts","aquic hapluderts","FFBB","Fine, smectitic, frigid",17.78,50.8
"204","Mollisols","Xerolls","Haploxerolls","HAYSTACK","7","18","inches","Loamy-skeletal, mixed, superactive, mesic Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Loamy-skeletal, mixed, superactive, mesic",17.78,45.72
"205","Mollisols","Aquolls","Calciaquolls","HEDMAN","7","16","inches","Coarse-loamy, mixed, superactive, frigid Typic Calciaquolls","typic calciaquolls","IBDC","Coarse-loamy, mixed, superactive, frigid",17.78,40.64
"206","Mollisols","Udolls","Hapludolls","HEELY","7","14","inches","Loamy-skeletal, mixed, superactive, frigid Typic Hapludolls","typic hapludolls","IHFS","Loamy-skeletal, mixed, superactive, frigid",17.78,35.56
"207","Vertisols","Aquerts","Calciaquerts","HEGNE","7","16","inches","Fine, smectitic, frigid Typic Calciaquerts","typic calciaquerts","FAEB","Fine, smectitic, frigid",17.78,40.64
"208","Vertisols","Aquerts","Natraquerts","HEIL","7","45","inches","Fine, smectitic, frigid Typic Natraquerts","typic natraquerts","FADA","Fine, smectitic, frigid",17.78,114.3
"209","Mollisols","Udolls","Hapludolls","HEIMDAL","7","16","inches","Coarse-loamy, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Coarse-loamy, mixed, superactive, frigid",17.78,40.64
"210",NA,NA,NA,"HEIZER","7","12","inches","Loamy-skeletal, carbonatic, mesic Lithic
Haplustolls",NA,NA,NA,17.78,30.48
"211","Mollisols","Xerolls","Haploxerolls","HENDAP","18","25","cm","Loamy-skeletal, mixed, superactive, mesic Aridic Lithic Haploxerolls","aridic lithic haploxerolls","IFFA","Loamy-skeletal, mixed, superactive, mesic",18,25
"212","Mollisols","Ustolls","Haplustolls","HENKIN","7","20","inches","Coarse-loamy, mixed, superactive, mesic Udic Haplustolls","udic haplustolls","IGGZc","Coarse-loamy, mixed, superactive, mesic",17.78,50.8
"213","Andisols","Xerands","Vitrixerands","HENKLE","7","12","inches","Ashy-skeletal, glassy, frigid Lithic Vitrixerands","lithic vitrixerands","DEAA","Ashy-skeletal, glassy, frigid",17.78,30.48
"214","Mollisols","Aquolls","Endoaquolls","HERDCAMP","7","24","inches","Fine, smectitic, calcareous, mesic Vertic Endoaquolls","vertic endoaquolls","IBGD","Fine, smectitic, calcareous, mesic",17.78,60.96
"215","Mollisols","Xerolls","Argixerolls","HESSELTINE","7","14","inches","Coarse-loamy, mixed, superactive, mesic Ultic Argixerolls","ultic argixerolls","IFEU","Coarse-loamy, mixed, superactive, mesic",17.78,35.56
"216","Mollisols","Xerolls","Haploxerolls","HESSLAN","7","15","inches","Coarse-loamy, mixed, superactive, mesic Typic Haploxerolls","typic haploxerolls","IFFZh","Coarse-loamy, mixed, superactive, mesic",17.78,38.1
"217","Mollisols","Xerolls","Argixerolls","HOLMZIE","7","12","inches","Fine, smectitic, mesic Aridic Argixerolls","aridic argixerolls","IFES","Fine, smectitic, mesic",17.78,30.48
"218","Mollisols","Ustolls","Argiustolls","HOLT","7","19","inches","Coarse-loamy, mixed, superactive, mesic Typic Argiustolls","typic argiustolls","IGEU","Coarse-loamy, mixed, superactive, mesic",17.78,48.26
"219","Mollisols","Ustolls","Haplustolls","HOPLEY","7","10","inches","Coarse-loamy, mixed, superactive, frigid Typic Haplustolls","typic haplustolls","IGGZe","Coarse-loamy, mixed, superactive, frigid",17.78,25.4
"220","Mollisols","Xerolls","Argixerolls","HOSKIN","7","20","inches","Loamy-skeletal, mixed, superactive, frigid Typic Argixerolls","typic argixerolls","IFEV","Loamy-skeletal, mixed, superactive, frigid",17.78,50.8
"221","Mollisols","Udolls","Calciudolls","HUOT","7","16","inches","Sandy over clayey, mixed over smectitic, frigid Aquic Calciudolls","aquic calciudolls","IHBD","Sandy over clayey, mixed over smectitic, frigid",17.78,40.64
"222","Mollisols","Cryolls","Argicryolls","INCHAU","7","15","inches","Fine-loamy, mixed, superactive Ustic Argicryolls","ustic argicryolls","IEDL","Fine-loamy, mixed, superactive",17.78,38.1
"223","Mollisols","Aquolls","Endoaquolls","ISANTI","7","18","inches","Sandy, mixed, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Sandy, mixed, frigid",17.78,45.72
"224","Mollisols","Xerolls","Durixerolls","JARAB","18","25","cm","Loamy-skeletal, mixed, superactive, mesic, shallow Haploduridic Durixerolls","haploduridic durixerolls","IFAH","Loamy-skeletal, mixed, superactive, mesic, shallow",18,25
"225","Mollisols","Ustolls","Haplustolls","JAYEM","7","20","inches","Coarse-loamy, mixed, superactive, mesic Aridic Haplustolls","aridic haplustolls","IGGY","Coarse-loamy, mixed, superactive, mesic",17.78,50.8
"226","Mollisols","Xerolls","Haploxerolls","JEBO","7","20","inches","Loamy-skeletal, mixed, superactive, frigid Calcic Haploxerolls","calcic haploxerolls","IFFZd","Loamy-skeletal, mixed, superactive, frigid",17.78,50.8
"227","Mollisols","Cryolls","Haplocryolls","JENKINSON","7","12","inches","Loamy, mixed, superactive Lithic Haplocryolls","lithic haplocryolls","IEFA","Loamy, mixed, superactive",17.78,30.48
"228","Mollisols","Aquolls","Endoaquolls","JOLIET","18","41","cm","Loamy, mixed, superactive, mesic Lithic Endoaquolls","lithic endoaquolls","IBGA","Loamy, mixed, superactive, mesic",18,41
"229","Mollisols","Ustolls","Paleustolls","JONPOL","7","19","inches","Fine, smectitic, mesic Aridic Paleustolls","aridic paleustolls","IGDH","Fine, smectitic, mesic",17.78,48.26
"230","Mollisols","Ustolls","Argiustolls","JOPLIN","7","10","inches","Fine-loamy, mixed, superactive, frigid Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, frigid",17.78,25.4
"231","Mollisols","Ustolls","Haplustolls","JUGET","7","20","inches","Sandy-skeletal, mixed, frigid Lithic Haplustolls","lithic haplustolls","IGGD","Sandy-skeletal, mixed, frigid",17.78,50.8
"232","Mollisols","Ustolls","Argiustolls","JULESBURG","18","49","centimeters","Coarse-loamy, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Coarse-loamy, mixed, superactive, mesic",18,49
"233","Mollisols","Udolls","Calciudolls","KAMPESKA","7","10","inches","Fine-silty over sandy or sandy-skeletal, mixed, superactive, frigid Typic Calciudolls","typic calciudolls","IHBF","Fine-silty over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,25.4
"234","Mollisols","Aquolls","Calciaquolls","KARLSRUHE","7","16","inches","Sandy, mixed, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Sandy, mixed, frigid",17.78,40.64
"235","Mollisols","Ustolls","Haplustolls","KINGSDOWN","7","20","inches","Coarse-loamy, mixed, superactive, thermic Entic Haplustolls","entic haplustolls","IGGZd","Coarse-loamy, mixed, superactive, thermic",17.78,50.8
"236","Mollisols","Ustolls","Argiustolls","KIRLEY","7","18","inches","Fine, smectitic, mesic Vertic Argiustolls","vertic argiustolls","IGEI","Fine, smectitic, mesic",17.78,45.72
"237","Mollisols","Ustolls","Argiustolls","KIRTLEY","7","20","inches","Fine-loamy, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, mesic",17.78,50.8
"238","Mollisols","Udolls","Hapludolls","KITTSON","7","16","inches","Fine-loamy, mixed, superactive, frigid Oxyaquic Hapludolls","oxyaquic hapludolls","IHFO","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"239","Mollisols","Udolls","Argiudolls","KNUTE","7","16","inches","Fine-loamy, mixed, superactive, frigid Oxyaquic Argiudolls","oxyaquic argiudolls","IHDM","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"240","Mollisols","Cryolls","Haplocryolls","KOPPES","18","40","cm","Sandy, mixed Xeric Haplocryolls","xeric haplocryolls","IEFO","Sandy, mixed",18,40
"241","Mollisols","Xerolls","Argixerolls","KREBS","7","20","inches","Fine, smectitic, mesic Calciargidic Argixerolls","calciargidic argixerolls","IFER","Fine, smectitic, mesic",17.78,50.8
"242","Mollisols","Ustolls","Argiustolls","LA CASA","7","20","inches","Fine, mixed, superactive, thermic Typic Argiustolls","typic argiustolls","IGEU","Fine, mixed, superactive, thermic",17.78,50.8
"243","Mollisols","Udolls","Hapludolls","LAKE BENTON","7","14","inches","Coarse-loamy, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Coarse-loamy, mixed, superactive, frigid",17.78,35.56
"244","Mollisols","Xerolls","Haploxerolls","LAKESOL","7","12","inches","Coarse-silty, isotic, frigid Vitrandic Haploxerolls","vitrandic haploxerolls","IFFH","Coarse-silty, isotic, frigid",17.78,30.48
"245","Mollisols","Ustolls","Haplustolls","LANDER","7","15","inches","Fine-loamy, mixed, superactive, frigid Fluvaquentic Haplustolls","fluvaquentic haplustolls","IGGS","Fine-loamy, mixed, superactive, frigid",17.78,38.1
"246","Mollisols","Udolls","Hapludolls","LANONA","7","16","inches","Coarse-loamy, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Coarse-loamy, mixed, superactive, frigid",17.78,40.64
"247","Mollisols","Udolls","Hapludolls","LAWSHE","7","16","inches","Fine, mixed, active, mesic Aquertic Hapludolls","aquertic hapludolls","IHFC","Fine, mixed, active, mesic",17.78,40.64
"248","Mollisols","Ustolls","Calciustolls","LEETON","7","10","inches","Fine-loamy, mixed, superactive, mesic Aquic Calciustolls","aquic calciustolls","IGCI","Fine-loamy, mixed, superactive, mesic",17.78,25.4
"249","Mollisols","Ustolls","Haplustolls","LEHR","7","16","inches","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Typic Haplustolls","typic haplustolls","IGGZe","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,40.64
"250","Mollisols","Xerolls","Haploxerolls","LEIKO","7","14","inches","Sandy-skeletal, mixed, mesic Vitrandic Haploxerolls","vitrandic haploxerolls","IFFH","Sandy-skeletal, mixed, mesic",17.78,35.56
"251","Mollisols","Ustolls","Natrustolls","LENNEP","7","14","inches","Fine, smectitic, frigid Glossic Vertic Natrustolls","glossic vertic natrustolls","IGBD","Fine, smectitic, frigid",17.78,35.56
"252","Mollisols","Ustolls","Argiustolls","LINNET","7","16","inches","Fine, smectitic, frigid Torrertic Argiustolls","torrertic argiustolls","IGEE","Fine, smectitic, frigid",17.78,40.64
"253","Mollisols","Ustolls","Haplustolls","LINTON","7","16","inches","Coarse-silty, mixed, superactive, frigid Typic Haplustolls","typic haplustolls","IGGZe","Coarse-silty, mixed, superactive, frigid",17.78,40.64
"254","Mollisols","Udolls","Argiudolls","LINVELDT","7","14","inches","Coarse-loamy, mixed, superactive, frigid Oxyaquic Argiudolls","oxyaquic argiudolls","IHDM","Coarse-loamy, mixed, superactive, frigid",17.78,35.56
"255","Mollisols","Ustolls","Haplustolls","LITTLEMO","7","16","inches","Fine-loamy, mixed, superactive, frigid Aridic Haplustolls","aridic haplustolls","IGGY","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"256","Mollisols","Ustolls","Argiustolls","LIVONA","7","16","inches","Fine-loamy, mixed, superactive, frigid Typic Argiustolls","typic argiustolls","IGEU","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"257","Mollisols","Udolls","Argiudolls","LIZZIE","7","16","inches","Fine-silty, mixed, superactive, frigid Alfic Argiudolls","alfic argiudolls","IHDR","Fine-silty, mixed, superactive, frigid",17.78,40.64
"258","Mollisols","Xerolls","Calcixerolls","LODAR","18","25","cm","Loamy-skeletal, carbonatic, mesic Lithic Calcixerolls","lithic calcixerolls","IFDB","Loamy-skeletal, carbonatic, mesic",18,25
