"","order","suborder","greatgroup","series","top","bottom","units","family","subgroup","subgroup_code","class_string","topt","bottomt"
"1","Mollisols","Ustolls","Haplustolls","ABERONE","7","20","inches","Loamy-skeletal, carbonatic, mesic Aridic Haplustolls","aridic haplustolls","IGGY","Loamy-skeletal, carbonatic, mesic",17.78,50.8
"2","Mollisols","Xerolls","Haploxerolls","AGASSIZ","7","19","inches","Loamy-skeletal, mixed, superactive, frigid Lithic Haploxerolls","lithic haploxerolls","IFFC","Loamy-skeletal, mixed, superactive, frigid",17.78,48.26
"3","Mollisols","Xerolls","Haploxerolls","AGENCY","7","16","inches","Fine-loamy, mixed, superactive, mesic Aridic Haploxerolls","aridic haploxerolls","IFFY","Fine-loamy, mixed, superactive, mesic",17.78,40.64
"4","Mollisols","Aquolls","Endoaquolls","ALGOMA","7","15","inches","Ashy over sandy or sandy-skeletal, glassy over mixed, calcareous, mesic Aquandic Endoaquolls","aquandic endoaquolls","IBGG","Ashy over sandy or sandy-skeletal, glassy over mixed, calcareous, mesic",17.78,38.1
"5","Mollisols","Ustolls","Natrustolls","ALKABO","7","18","inches","Fine-silty, mixed, superactive, frigid Glossic Natrustolls","glossic natrustolls","IGBK","Fine-silty, mixed, superactive, frigid",17.78,45.72
"6","Mollisols","Udolls","Hapludolls","ALLIVAR","7","20","inches","Sandy, mixed, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Sandy, mixed, frigid",17.78,50.8
"7","Mollisols","Xerolls","Haploxerolls","ALPOWA","7","15","inches","Loamy-skeletal, mixed, superactive, mesic Calcic Haploxerolls","calcic haploxerolls","IFFZd","Loamy-skeletal, mixed, superactive, mesic",17.78,38.1
"8","Mollisols","Ustolls","Argiustolls","ALTVAN","18","51","centimeters","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic",18,51
"9","Mollisols","Cryolls","Argicryolls","ALVARADO","7","15","inches","Loamy-skeletal, mixed, superactive Aquic Argicryolls","aquic argicryolls","IEDF","Loamy-skeletal, mixed, superactive",17.78,38.1
"10","Mollisols","Xerolls","Haploxerolls","AMMON","7","15","inches","Coarse-silty, mixed, superactive, frigid Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Coarse-silty, mixed, superactive, frigid",17.78,38.1
"11","Mollisols","Cryolls","Argicryolls","AMSDEN","7","15","inches","Fine-loamy, mixed, superactive Ustic Argicryolls","ustic argicryolls","IEDL","Fine-loamy, mixed, superactive",17.78,38.1
"12","Mollisols","Xerolls","Haploxerolls","ANDERS","7","20","inches","Coarse-loamy, mixed, superactive, mesic Typic Haploxerolls","typic haploxerolls","IFFZh","Coarse-loamy, mixed, superactive, mesic",17.78,50.8
"13","Mollisols","Ustolls","Calciustolls","ANDYS","7","8","inches","Coarse-loamy, mixed, superactive, frigid Aridic Calciustolls","aridic calciustolls","IGCL","Coarse-loamy, mixed, superactive, frigid",17.78,20.32
"14","Mollisols","Ustolls","Haplustolls","ANSELMO","18","51","centimeters","Coarse-loamy, mixed, superactive, mesic Typic Haplustolls","typic haplustolls","IGGZe","Coarse-loamy, mixed, superactive, mesic",18,51
"15","Mollisols","Aquolls","Calciaquolls","ANTLER","7","16","inches","Fine-loamy, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"16","Mollisols","Cryolls","Haplocryolls","ANTROBUS","7","16","inches","Loamy-skeletal, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Loamy-skeletal, mixed, superactive",17.78,40.64
"17","Mollisols","Xerolls","Calcixerolls","ANTY","7","16","inches"," Coarse-loamy, mixed, active, mesic Typic Calcixerolls","typic calcixerolls","IFDJ","Coarse-loamy, mixed, active, mesic",17.78,40.64
"18","Mollisols","Udolls","Hapludolls","ARKTON","18","30","cm","Fine-loamy, mixed, superactive, mesic Aquic Hapludolls","aquic hapludolls","IHFN","Fine-loamy, mixed, superactive, mesic",18,30
"19","Mollisols","Ustolls","Calciustolls","ARLE","7","15","inches","Loamy-skeletal, mixed, superactive, frigid Aridic Calciustolls","aridic calciustolls","IGCL","Loamy-skeletal, mixed, superactive, frigid",17.78,38.1
"20","Mollisols","Aquolls","Calciaquolls","ARLO","7","30","inches","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Calciaquolls","typic calciaquolls","IBDC","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic",17.78,76.2
"21","Mollisols","Ustolls","Haplustolls","ARMO","7","20","inches","Fine-loamy, mixed, mesic Entic Haplustolls","entic haplustolls","IGGZd","Fine-loamy, mixed, mesic",17.78,50.8
"22","Mollisols","Udolls","Hapludolls","ARVILLA","7","20","inches","Sandy, mixed, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Sandy, mixed, frigid",17.78,50.8
"23","Mollisols","Ustolls","Argiustolls","ASCALON","18","51","centimeters","Fine-loamy, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, mesic",18,51
"24","Mollisols","Xerolls","Argixerolls","ASHUE","7","12","inches","Loamy-skeletal, mixed, superactive, mesic Aridic Argixerolls","aridic argixerolls","IFES","Loamy-skeletal, mixed, superactive, mesic",17.78,30.48
"25","Mollisols","Xerolls","Argixerolls","ATERON","7","14","inches","Clayey-skeletal, smectitic, frigid Lithic Argixerolls","lithic argixerolls","IFEC","Clayey-skeletal, smectitic, frigid",17.78,35.56
"26","Vertisols","Uderts","Hapluderts","AUDUBON","7","16","inches","Fine, smectitic, frigid Aquic Hapluderts","aquic hapluderts","FFBB","Fine, smectitic, frigid",17.78,40.64
"27","Mollisols","Aquolls","Calciaquolls","AUGSBURG","7","20","inches","Coarse-silty over clayey, mixed over smectitic, superactive, frigid Typic Calciaquolls","typic calciaquolls","IBDC","Coarse-silty over clayey, mixed over smectitic, superactive, frigid",17.78,50.8
"28","Mollisols","Cryolls","Haplocryolls","AUZQUI","7","15","inches","Fine-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Fine-loamy, mixed, superactive",17.78,38.1
"29","Mollisols","Xerolls","Durixerolls","AYRESBUTTE","7","14","inches","Loamy-skeletal, mixed, superactive, mesic Vitritorrandic Durixerolls","vitritorrandic durixerolls","IFAB","Loamy-skeletal, mixed, superactive, mesic",17.78,35.56
"30","Mollisols","Ustolls","Haplustolls","BAAHISH","7","10","inches","Loamy-skeletal, mixed, superactive, frigid Entic Haplustolls","entic haplustolls","IGGZd","Loamy-skeletal, mixed, superactive, frigid",17.78,25.4
"31","Mollisols","Xerolls","Argixerolls","BADENA","18","40","cm","Loamy-skeletal, mixed, superactive, mesic Aridic Argixerolls","aridic argixerolls","IFES","Loamy-skeletal, mixed, superactive, mesic",18,40
"32","Mollisols","Udolls","Calciudolls","BALATON","7","18","inches","Fine-loamy, mixed, superactive, frigid Aquic Calciudolls","aquic calciudolls","IHBD","Fine-loamy, mixed, superactive, frigid",17.78,45.72
"33","Mollisols","Xerolls","Haploxerolls","BALDER","7","12","inches","Loamy, mixed, superactive, mesic, shallow Vitrandic Haploxerolls","vitrandic haploxerolls","IFFH","Loamy, mixed, superactive, mesic, shallow",17.78,30.48
"34","Mollisols","Xerolls","Haploxerolls","BALDKNOB","18","30","cm","Loamy-skeletal, mixed, superactive, frigid Lithic Ultic Haploxerolls","lithic ultic haploxerolls","IFFB","Loamy-skeletal, mixed, superactive, frigid",18,30
"35","Mollisols","Xerolls","Argixerolls","BAMOS","18","38","cm","Fine-loamy, mixed, superactive, mesic Calciargidic Argixerolls","calciargidic argixerolls","IFER","Fine-loamy, mixed, superactive, mesic",18,38
"36","Mollisols","Udolls","Hapludolls","BARNES","18","40","cm","Fine-loamy, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Fine-loamy, mixed, superactive, frigid",18,40
"37","Mollisols","Xerolls","Haploxerolls","BARTONFLAT","7","11","inches","Sandy-skeletal, mixed, frigid Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Sandy-skeletal, mixed, frigid",17.78,27.94
"38","Mollisols","Ustolls","Argiustolls","BAZILE","7","20","inches","Fine-silty over sandy or sandy-skeletal, mixed, superactive, mesic Udic Argiustolls","udic argiustolls","IGES","Fine-silty over sandy or sandy-skeletal, mixed, superactive, mesic",17.78,50.8
"39","Mollisols","Aquolls","Calciaquolls","BEARDEN","7","20","inches","Fine-silty, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Fine-silty, mixed, superactive, frigid",17.78,50.8
"40","Mollisols","Ustolls","Natrustolls","BELFIELD","7","30","inches","Fine, smectitic, frigid Glossic Natrustolls","glossic natrustolls","IGBK","Fine, smectitic, frigid",17.78,76.2
"41","Mollisols","Udolls","Calciudolls","BELVIEW","18","30","cm","Fine-loamy, mixed, superactive, mesic Typic Calciudolls","typic calciudolls","IHBF","Fine-loamy, mixed, superactive, mesic",18,30
"42","Mollisols","Ustolls","Haplustolls","BEND","7","20","inches","Fine-silty, mixed, superactive, mesic Typic Haplustolls","typic haplustolls","IGGZe","Fine-silty, mixed, superactive, mesic",17.78,50.8
"43","Mollisols","Ustolls","Haplustolls","BILHIL","7","13","inches","Fine, smectitic, frigid Torrertic Haplustolls","torrertic haplustolls","IGGF","Fine, smectitic, frigid",17.78,33.02
"44","Mollisols","Udolls","Hapludolls","BINFORD","7","16","inches","Sandy, mixed, frigid Typic Hapludolls","typic hapludolls","IHFS","Sandy, mixed, frigid",17.78,40.64
"45","Mollisols","Xerolls","Argixerolls","BINGHAM","18","51","cm","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Calcic Argixerolls","calcic argixerolls","IFET","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic",18,51
"46","Mollisols","Udolls","Argiudolls","BIRCHLAKE","7","16","inches","Fine, smectitic, frigid Oxyaquic Argiudolls","oxyaquic argiudolls","IHDM","Fine, smectitic, frigid",17.78,40.64
"47","Mollisols","Ustolls","Argiustolls","BLACKPIPE","7","18","inches","Fine, smectitic, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine, smectitic, mesic",17.78,45.72
"48","Mollisols","Xerolls","Durixerolls","BLAYDEN","7","11","inches","Loamy, mixed, superactive, frigid, shallow Argiduridic Durixerolls","argiduridic durixerolls","IFAJ","Loamy, mixed, superactive, frigid, shallow",17.78,27.94
"49","Mollisols","Udolls","Argiudolls","BLUELEAD","7","12","inches"," Loamy-skeletal, mixed, superactive, frigid Typic Argiudolls","typic argiudolls","IHDU","Loamy-skeletal, mixed, superactive, frigid",17.78,30.48
"50","Mollisols","Aquolls","Endoaquolls","BLUFFTON","7","24","inches","Fine-loamy, mixed, superactive, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Fine-loamy, mixed, superactive, frigid",17.78,60.96
"51","Mollisols","Ustolls","Haplustolls","BLULA","7","20","inches","Sandy, mixed, mesic Typic Haplustolls","typic haplustolls","IGGZe","Sandy, mixed, mesic",17.78,50.8
"52","Mollisols","Aquolls","Endoaquolls","BOASH","7","20","inches","Clayey over loamy, smectitic over mixed, superactive, calcareous, frigid Vertic Endoaquolls","vertic endoaquolls","IBGD","Clayey over loamy, smectitic over mixed, superactive, calcareous, frigid",17.78,50.8
"53","Mollisols","Xerolls","Haploxerolls","BOCK","7","12","inches","Coarse-loamy, mixed, superactive, frigid Calcidic Haploxerolls","calcidic haploxerolls","IFFV","Coarse-loamy, mixed, superactive, frigid",17.78,30.48
"54","Mollisols","Aquolls","Calciaquolls","BOHNSACK","7","15","inches","Coarse-silty, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Coarse-silty, mixed, superactive, frigid",17.78,38.1
"55","Mollisols","Xerolls","Palexerolls","BOOTH","18","38","cm","Fine, smectitic, frigid Vertic Palexerolls","vertic palexerolls","IFCA","Fine, smectitic, frigid",18,38
"56","Mollisols","Aquolls","Calciaquolls","BORUP","7","20","inches","Coarse-silty, mixed, superactive, frigid Typic Calciaquolls","typic calciaquolls","IBDC","Coarse-silty, mixed, superactive, frigid",17.78,50.8
"57","Mollisols","Xerolls","Palexerolls","BORVANT","18","36","cm","Loamy-skeletal, carbonatic, mesic, shallow Petrocalcic Palexerolls","petrocalcic palexerolls","IFCH","Loamy-skeletal, carbonatic, mesic, shallow",18,36
"58","Mollisols","Udolls","Argiudolls","BOTTINEAU","7","16","inches","Fine-loamy, mixed, superactive, frigid Alfic Argiudolls","alfic argiudolls","IHDR","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"59","Mollisols","Aquolls","Argiaquolls","BRANDSVOLD","7","16","inches","Fine-loamy, mixed, superactive, frigid Typic Argiaquolls","typic argiaquolls","IBEE","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"60","Mollisols","Udolls","Hapludolls","BRANTFORD","18","40","cm","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Typic Hapludolls","typic hapludolls","IHFS","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",18,40
"61","Mollisols","Xerolls","Durixerolls","BREHM","7","15","inches","Loamy-skeletal, mixed, superactive, mesic Argiduridic Durixerolls","argiduridic durixerolls","IFAJ","Loamy-skeletal, mixed, superactive, mesic",17.78,38.1
"62","Mollisols","Xerolls","Argixerolls","BREZNIAK","7","10","inches","Clayey, smectitic, mesic Aridic Lithic Argixerolls","aridic lithic argixerolls","IFEA","Clayey, smectitic, mesic",17.78,25.4
"63","Mollisols","Ustolls","Haplustolls","BRIDGET","7","20","inches","Coarse-silty, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Coarse-silty, mixed, superactive, mesic",17.78,50.8
"64","Mollisols","Ustolls","Argiustolls","BROWN","7","10","inches","Loamy-skeletal, mixed, superactive, mesic, shallow Aridic Argiustolls","aridic argiustolls","IGER","Loamy-skeletal, mixed, superactive, mesic, shallow",17.78,25.4
"65",NA,NA,NA,"BROWNELL","7","20","inches","Loamy-skeletal, carbonatic, mesic Entic
Haplustolls",NA,NA,NA,17.78,50.8
"66","Mollisols","Ustolls","Haplustolls","BRYANT","7","16","inches","Fine-silty, mixed, superactive, frigid Typic Haplustolls","typic haplustolls","IGGZe","Fine-silty, mixed, superactive, frigid",17.78,40.64
"67","Mollisols","Cryolls","Argicryolls","BURGESS","7","15","inches","Coarse-loamy, mixed, superactive Ustic Argicryolls","ustic argicryolls","IEDL","Coarse-loamy, mixed, superactive",17.78,38.1
"68","Mollisols","Udolls","Calciudolls","BUSE","18","25","cm","Fine-loamy, mixed, superactive, frigid Typic Calciudolls","typic calciudolls","IHBF","Fine-loamy, mixed, superactive, frigid",18,25
"69","Mollisols","Ustolls","Haplustolls","BUSHMAN","7","20","inches","Coarse-loamy, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Coarse-loamy, mixed, superactive, mesic",17.78,50.8
"70","Mollisols","Cryolls","Argicryolls","BUSHPARK","7","12","inches","Loamy-skeletal, mixed, superactive Lithic Argicryolls","lithic argicryolls","IEDA","Loamy-skeletal, mixed, superactive",17.78,30.48
"71","Mollisols","Xerolls","Argixerolls","BUTTERFIELD","7","20","inches","Loamy-skeletal, mixed, superactive, mesic Calcic Argixerolls","calcic argixerolls","IFET","Loamy-skeletal, mixed, superactive, mesic",17.78,50.8
"72","Mollisols","Udolls","Argiudolls","BYGLAND","7","16","inches","Fine, smectitic, frigid Oxyaquic Vertic Argiudolls","oxyaquic vertic argiudolls","IHDD","Fine, smectitic, frigid",17.78,40.64
"73","Mollisols","Ustolls","Haplustolls","CACTUSFLAT","7","19","inches","Fine, smectitic, mesic Torrertic Haplustolls","torrertic haplustolls","IGGF","Fine, smectitic, mesic",17.78,48.26
"74","Mollisols","Xerolls","Calcixerolls","CALITA","7","16","inches","Fine-loamy, mixed, superactive, mesic Typic Calcixerolls","typic calcixerolls","IFDJ","Fine-loamy, mixed, superactive, mesic",17.78,40.64
"75","Mollisols","Ustolls","Argiustolls","CALLAN","7","10","inches","Fine, smectitic, frigid Calcidic Argiustolls","calcidic argiustolls","IGEQ","Fine, smectitic, frigid",17.78,25.4
"76","Mollisols","Ustolls","Calciustolls","CAMPUS","7","20","inches","Fine-loamy, mixed, mesic Typic Calciustolls","typic calciustolls","IGCN","Fine-loamy, mixed, mesic",17.78,50.8
"77","Mollisols","Xerolls","Haploxerolls","CAPHEALY","7","12","inches","Coarse-loamy, mixed, superactive, mesic Vitritorrandic Haploxerolls","vitritorrandic haploxerolls","IFFG","Coarse-loamy, mixed, superactive, mesic",17.78,30.48
"78","Mollisols","Xerolls","Palexerolls","CARRYBACK","18","48","cm","Fine, smectitic, frigid Vertic Palexerolls","vertic palexerolls","IFCA","Fine, smectitic, frigid",18,48
"79","Mollisols","Xerolls","Haploxerolls","CASHMERE","7","14","inches","Coarse-loamy, mixed, superactive, mesic Aridic Haploxerolls","aridic haploxerolls","IFFY","Coarse-loamy, mixed, superactive, mesic",17.78,35.56
"80","Mollisols","Xerolls","Haploxerolls","CASHMONT","7","19","inches","Coarse-loamy, mixed, superactive, mesic Aridic Haploxerolls","aridic haploxerolls","IFFY","Coarse-loamy, mixed, superactive, mesic",17.78,48.26
"81","Mollisols","Ustolls","Argiustolls","CEDAK","7","20","inches","Fine-loamy, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, mesic",17.78,50.8
"82","Mollisols","Ustolls","Calciustolls","CHAMA","7","10","inches","Fine-silty, mixed, superactive, frigid Typic Calciustolls","typic calciustolls","IGCN","Fine-silty, mixed, superactive, frigid",17.78,25.4
"83","Mollisols","Udolls","Argiudolls","CHAPETT","7","10","inches","Fine-loamy, mixed, superactive, frigid Alfic Argiudolls","alfic argiudolls","IHDR","Fine-loamy, mixed, superactive, frigid",17.78,25.4
"84","Mollisols","Ustolls","Haplustolls","CHINOOK","7","15","inches","Coarse-loamy, mixed, superactive, frigid Aridic Haplustolls","aridic haplustolls","IGGY","Coarse-loamy, mixed, superactive, frigid",17.78,38.1
"85","Mollisols","Ustolls","Haplustolls","CHUGTER","7","16","inches"," fine-loamy, mixed, superactive, mesic Aridic Haplustolls","aridic haplustolls","IGGY","fine-loamy, mixed, superactive, mesic",17.78,40.64
"86","Mollisols","Xerolls","Haploxerolls","CHUMSTICK","7","15","inches","Loamy-skeletal, isotic, frigid Lithic Ultic Haploxerolls","lithic ultic haploxerolls","IFFB","Loamy-skeletal, isotic, frigid",17.78,38.1
"87","Mollisols","Ustolls","Argiustolls","CIRCLEVILLE","7","10","inches","Loamy-skeletal, mixed, superactive, frigid Calcidic Argiustolls","calcidic argiustolls","IGEQ","Loamy-skeletal, mixed, superactive, frigid",17.78,25.4
"88","Mollisols","Xerolls","Calcixerolls","CLAVICON","7","18","inches","Loamy-skeletal, mixed, active, frigid Typic Calcixerolls","typic calcixerolls","IFDJ","Loamy-skeletal, mixed, active, frigid",17.78,45.72
"89","Vertisols","Aquerts","Epiaquerts","CLEARWATER","7","16","inches","Fine, smectitic, frigid Typic Epiaquerts","typic epiaquerts","FAGJ","Fine, smectitic, frigid",17.78,40.64
"90","Mollisols","Cryolls","Haplocryolls","CLERGERN","7","15","inches","Coarse-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Coarse-loamy, mixed, superactive",17.78,38.1
"91","Andisols","Torrands","Vitritorrands","CLINEFALLS","7","12","inches","Ashy over sandy or sandy-skeletal, glassy over mixed, mesic Typic Vitritorrands","typic vitritorrands","DDBE","Ashy over sandy or sandy-skeletal, glassy over mixed, mesic",17.78,30.48
"92","Mollisols","Ustolls","Haplustolls","COALIAMS","7","20","inches","Fine-loamy, mixed, superactive, mesic Torrifluventic Haplustolls","torrifluventic haplustolls","IGGW","Fine-loamy, mixed, superactive, mesic",17.78,50.8
"93","Mollisols","Udolls","Hapludolls","COE","7","12","inches","Sandy-skeletal, mixed, frigid Entic Hapludolls","entic hapludolls","IHFR","Sandy-skeletal, mixed, frigid",17.78,30.48
"94","Mollisols","Udolls","Argiudolls","COKATO","7","16","inches","Fine-loamy, mixed, superactive, mesic Typic Argiudolls","typic argiudolls","IHDU","Fine-loamy, mixed, superactive, mesic",17.78,40.64
"95","Mollisols","Ustolls","Argiustolls","COLLBRAN","7","16","inches","Fine, smectitic, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine, smectitic, mesic",17.78,40.64
"96","Mollisols","Ustolls","Haplustolls","COLUMBINE","7","10","inches","Sandy-skeletal, mixed, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Sandy-skeletal, mixed, mesic",17.78,25.4
"97","Mollisols","Aquolls","Calciaquolls","COLVIN","7","24","inches","Fine-silty, mixed, superactive, frigid Typic Calciaquolls","typic calciaquolls","IBDC","Fine-silty, mixed, superactive, frigid",17.78,60.96
"98","Mollisols","Ustolls","Haplustolls","CONNERTON","7","20","inches","Fine-loamy, mixed, superactive, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Fine-loamy, mixed, superactive, mesic",17.78,50.8
"99","Mollisols","Xerolls","Argixerolls","COOPEROPOLIS","7","15","inches","Loamy, mixed, superactive, mesic Aridic Lithic Argixerolls","aridic lithic argixerolls","IFEA","Loamy, mixed, superactive, mesic",17.78,38.1
"100","Mollisols","Udolls","Hapludolls","COPASTON","7","16","inches","Loamy, mixed, superactive, mesic Lithic Hapludolls","lithic hapludolls","IHFA","Loamy, mixed, superactive, mesic",17.78,40.64
"101","Mollisols","Ustolls","Argiustolls","COPPERCAN","7","16","inches","Clayey, mixed, superactive, thermic, shallow Aridic Argiustolls","aridic argiustolls","IGER","Clayey, mixed, superactive, thermic, shallow",17.78,40.64
"102","Mollisols","Xerolls","Haploxerolls","COULEEDAM","7","11","inches","Loamy-skeletal, mixed, superactive, mesic Aridic Lithic Haploxerolls","aridic lithic haploxerolls","IFFA","Loamy-skeletal, mixed, superactive, mesic",17.78,27.94
"103","Mollisols","Ustolls","Haplustolls","CREIGHTON","7","19","inches","Coarse-loamy, mixed, superactive, mesic Aridic Haplustolls","aridic haplustolls","IGGY","Coarse-loamy, mixed, superactive, mesic",17.78,48.26
"104","Mollisols","Ustolls","Argiustolls","CRITCHELL","7","16","inches","Fine-loamy, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, mesic",17.78,40.64
"105","Mollisols","Udolls","Hapludolls","CROKE","7","16","inches","Coarse-silty over clayey, mixed over smectitic, superactive, frigid Oxyaquic Hapludolls","oxyaquic hapludolls","IHFO","Coarse-silty over clayey, mixed over smectitic, superactive, frigid",17.78,40.64
"106","Mollisols","Aquolls","Calciaquolls","CUBDEN","7","20","inches","Fine-silty, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Fine-silty, mixed, superactive, frigid",17.78,50.8
"107","Mollisols","Cryolls","Argicryolls","CUCHARAS","7","15","inches","Fine, smectitic Vertic Argicryolls","vertic argicryolls","IEDB","Fine, smectitic",17.78,38.1
"108","Mollisols","Ustolls","Calciustolls","CURABITH","7","10","inches","Loamy-skeletal, mixed, superactive, mesic Aridic Calciustolls","aridic calciustolls","IGCL","Loamy-skeletal, mixed, superactive, mesic",17.78,25.4
"109","Mollisols","Xerolls","Haploxerolls","DAGAN","7","18","inches","Loamy-skeletal, mixed, superactive, frigid Calcic Haploxerolls","calcic haploxerolls","IFFZd","Loamy-skeletal, mixed, superactive, frigid",17.78,45.72
"110","Mollisols","Aquolls","Endoaquolls","DASSEL","7","24","inches","Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy, mixed, superactive, mesic",17.78,60.96
"111","Mollisols","Ustolls","Argiustolls","DATIL","7","12","inches","Fine-loamy, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Fine-loamy, mixed, superactive, mesic",17.78,30.48
"112","Mollisols","Aquolls","Calciaquolls","DAVISON","7","15","inches","Fine-loamy, mixed, superactive, mesic Aeric Calciaquolls","aeric calciaquolls","IBDB","Fine-loamy, mixed, superactive, mesic",17.78,38.1
"113","Mollisols","Ustolls","Haplustolls","DEBEQUE","7","15","inches","Loamy-skeletal, mixed, superactive, frigid Entic Haplustolls","entic haplustolls","IGGZd","Loamy-skeletal, mixed, superactive, frigid",17.78,38.1
"114","Mollisols","Ustolls","Argiustolls","DEIGHT","7","16","inches","Coarse-silty, mixed, superactive, mesic Aridic Argiustolls","aridic argiustolls","IGER","Coarse-silty, mixed, superactive, mesic",17.78,40.64
"115","Mollisols","Aquolls","Endoaquolls","DELAMERE","7","24","inches","Coarse-loamy, mixed, superactive, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy, mixed, superactive, frigid",17.78,60.96
"116","Mollisols","Ustolls","Natrustolls","DEMKY","7","16","inches","Fine, smectitic, mesic Glossic Natrustolls","glossic natrustolls","IGBK","Fine, smectitic, mesic",17.78,40.64
"117","Mollisols","Xerolls","Haploxerolls","DENIHLER","18","40","cm","Loamy-skeletal, mixed, superactive, frigid Typic Haploxerolls","typic haploxerolls","IFFZh","Loamy-skeletal, mixed, superactive, frigid",18,40
"118","Mollisols","Xerolls","Calcixerolls","DENNOT","7","18","inches","Loamy-skeletal, mixed, superactive, frigid Typic Calcixerolls","typic calcixerolls","IFDJ","Loamy-skeletal, mixed, superactive, frigid",17.78,45.72
"119","Mollisols","Udolls","Argiudolls","DENT","7","16","inches","Fine-silty, mixed, superactive, frigid Oxyaquic Argiudolls","oxyaquic argiudolls","IHDM","Fine-silty, mixed, superactive, frigid",17.78,40.64
"120","Mollisols","Xerolls","Haploxerolls","DESCHUTES","7","14","inches","Coarse-loamy, mixed, superactive, mesic Vitritorrandic Haploxerolls","vitritorrandic haploxerolls","IFFG","Coarse-loamy, mixed, superactive, mesic",17.78,35.56
"121","Mollisols","Cryolls","Haplocryolls","DEVOE","7","15","inches","Loamy, mixed, superactive, shallow Ustic Haplocryolls","ustic haplocryolls","IEFN","Loamy, mixed, superactive, shallow",17.78,38.1
"122","Mollisols","Cryolls","Haplocryolls","DINNEN","7","15","inches","Coarse-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Coarse-loamy, mixed, superactive",17.78,38.1
"123","Mollisols","Aquolls","Cryaquolls","DIPMAN","7","19","inches","Clayey over loamy-skeletal, smectitic over mixed, superactive Typic Cryaquolls","typic cryaquolls","IBAH","Clayey over loamy-skeletal, smectitic over mixed, superactive",17.78,48.26
"124","Mollisols","Aquolls","Calciaquolls","DIVIDE","7","20","inches","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Aeric Calciaquolls","aeric calciaquolls","IBDB","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,50.8
"125","Mollisols","Ustolls","Haplustolls","DIX","7","20","inches","Sandy-skeletal, mixed, mesic Torriorthentic Haplustolls","torriorthentic haplustolls","IGGX","Sandy-skeletal, mixed, mesic",17.78,50.8
"126","Mollisols","Ustolls","Haplustolls","DOBALT","7","20","inches","Fine-loamy, mixed, superactive, mesic Udic Haplustolls","udic haplustolls","IGGZc","Fine-loamy, mixed, superactive, mesic",17.78,50.8
"127","Mollisols","Udolls","Hapludolls","DOBURG","7","16","inches","Fine-loamy, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"128","Mollisols","Xerolls","Argixerolls","DODES","7","20","inches","Fine-loamy, mixed, superactive, mesic Aridic Argixerolls","aridic argixerolls","IFES","Fine-loamy, mixed, superactive, mesic",17.78,50.8
