"","peiid","pedon_id","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","musym","areasym","mlra"
"73","533246","73-CA-05-066x",543740,"S1973-CA-05-066x",2009-02-27,10,707817.8,4240358.81,-120.623840332031,38.2872619628906,"NAD83","6078","CA630","22A"
"74","533247","73-CA-05-075x",543741,"S1973-CA-05-075x",2009-02-27,10,711864.37,4211690.05,-120.586143493652,38.0281639099121,"NAD83","7089","CA630","18"
"75","533255","75-CA-55-023x",543749,"S1975-CA-55-023x",2009-02-27,10,744605.25,4188916.21,-120.221221923828,37.8148956298828,"NAD83","8161","CA630","22A"
"76","533257","67-CA-05-034x",543751,"S1967-CA-05-034x",2009-01-21,10,710180.92,4248652.29,-120.594383239746,38.3613891601562,"NAD83","8162","CA630","22A"
"77","533272","77-CA-55-040x",543766,"S1977-CA-55-040x",2008-10-20,10,722661.77,4213740.38,-120.462593078613,38.0440368652344,"NAD83","7074","CA630","18"
"78","533281","67-CA-55-001x",543775,"S1967-CA-55-001x",2009-01-14,10,717418.29,4198517.86,-120.526901245117,37.9082412719727,"NAD83","3046","CA630","18"
"79","533286","73-CA-05-071x",543780,"S1973-CA-05-071x",2009-02-27,10,701618.5,4232281.27,-120.696968078613,38.215934753418,"NAD83","7156","CA630","18"
"80","533288","67-CA-05-039x",543782,"S1967-CA-05-039x",2009-01-14,10,725037.17,4258196.04,-120.421440124512,38.4437026977539,"NAD83","4048","CA630","22A"
"81","533289","67-CA-05-037x",543783,"S1967-CA-05-037x",2009-01-21,10,721616.44,4244931.7,-120.464775085449,38.3251304626465,"NAD83","5057","CA630","22A"
"82","533291","73-CA-05-073x",543785,"S1973-CA-05-073x",2009-02-27,10,714793.69,4204049.44,-120.555084228516,37.9586715698242,"NAD83","7155","CA630","18"
"83","533292","67-CA-55-005x",543786,"S1967-CA-55-005x",2009-01-14,10,713648.63,4193597.91,-120.57120513916,37.8648262023926,"NAD83","3046","CA630","18"
"84","533297","77-CA-55-039x",543791,"S1977-CA-55-039x",2009-03-02,10,734013.91,4201345.88,-120.337394714355,37.9295806884766,"NAD83","6074","CA630","18"
"85","533301","67-CA-05-038x",543795,"S1967-CA-05-038x",2009-01-21,10,720605.61,4256910.84,-120.472579956055,38.433235168457,"NAD83","6043","CA630","22A"
"86","533302","67-CA-05-032x",543796,"S1967-CA-05-032x",2009-01-21,10,723861.21,4254156.4,-120.436187744141,38.4076309204102,"NAD83","6037","CA630","22A"
"87","533303","73-CA-05-074x",543797,"S1973-CA-05-074x",2009-02-27,10,705181.22,4215875.11,-120.661026000977,38.0673866271973,"NAD83","7155","CA630","18"
"88","533311","73-CA-05-063x",543805,"S1973-CA-05-063x",2009-02-27,10,703909.61,4237884.37,-120.669204711914,38.2658767700195,"NAD83","8175","CA630","22A"
"89","533314","76-CA-55-032x",543808,"S1976-CA-55-032x",2009-03-02,10,728157.32,4206243.59,-120.402412414551,37.975170135498,"NAD83","8175","CA630","18"
"90","533316","73-CA-05-070x",543810,"S1973-CA-05-070x",2009-02-27,10,703260.31,4233507.94,-120.677871704102,38.2266120910645,"NAD83","7211","CA630","18"
"91","533327","75-CA-55-026x",543821,"S1975-CA-55-026x",2009-02-27,10,745383.96,4184461.45,-120.213890075684,37.774585723877,"NAD83","6078","CA630","22A"
"92","533329","77-CA-55-037x",543823,"S1977-CA-55-037x",2009-03-02,10,744173.01,4206680.07,-120.220115661621,37.9749336242676,"NAD83","6029","CA630","22A"
"93","533330","75-CA-55-031x",543824,"S1975-CA-55-031x",2009-03-02,10,730076.24,4195975.6,-120.383865356445,37.8822326660156,"NAD83","6071","CA630","18"
"94","533337","73-CA-55-009x",543831,"S1973-CA-55-009x",2009-02-27,10,711773.35,4186676.48,-120.594535827637,37.8029365539551,"NAD83","7085","CA630","18"
"95","533338","74-CA-55-019x",543832,"S1974-CA-55-019x",2009-02-27,10,722910.36,4181284.59,-120.469795227051,37.7517356872559,"NAD83","7085","CA630","18"
"96","533339","74-CA-55-021x",543833,"S1974-CA-55-021x",2009-02-27,10,717405.23,4189658.03,-120.529708862305,37.8284606933594,"NAD83","7085","CA630","18"
"97","533340","80-CA-05-083x",543834,"S1980-CA-05-083x",2009-03-02,10,688347.24,4221854.01,-120.851219177246,38.1248970031738,"NAD83","7085","CA630","18"
"98","533366","71-CA-05-061x",543860,"S1971-CA-05-061x",2009-02-25,10,705818.73,4227107.46,-120.650527954102,38.1683883666992,"NAD83","1090","CA630","18"
"99","533375","73-CA-55-017x",543869,"S1973-CA-55-017x",2009-02-27,10,719889.44,4197407.95,-120.499153137207,37.897647857666,"NAD83","3058","CA630","18"
"100","533419","73-CA-05-068x",543913,"S1973-CA-05-068x",2009-02-27,10,703490.59,4239067.15,-120.673652648926,38.2766189575195,"NAD83","8173","CA630","22A"
"101","533420","77-CA-55-038x",543914,"S1977-CA-55-038x",2009-03-02,10,737927.86,4197645.29,-120.294128417969,37.8952484130859,"NAD83","8312","CA630","18"
"102","533421","73-CA-05-064x",543915,"S1973-CA-05-064x",2009-02-27,10,705293.53,4236536.02,-120.653793334961,38.25341796875,"NAD83","8175","CA630","22A"
"103","533422","67-CA-05-022x",543916,"S1967-CA-05-022x",2009-01-21,10,710795.44,4217580.27,-120.596580505371,38.0814514160156,"NAD83","7074","CA630","18"
"104","533425","73-CA-55-014x",543919,"S1973-CA-55-014x",2009-02-27,10,725623.45,4208991.83,-120.430366516113,38.000545501709,"NAD83","7211","CA630","18"
"105","533426","75-CA-55-024x",543920,"S1975-CA-55-024x",2009-02-27,10,745363.07,4189820.33,-120.212310791016,37.8228340148926,"NAD83","8162","CA630","22A"
"106","533430","65-CA-05-002x",543924,"S1965-CA-05-002x",2009-01-26,10,697731.01,4215427.61,-120.746017456055,38.0650177001953,"NAD83","8034","CA630","18"
