"","MU Rec ID","MUSYM","Status","Legend_Acres","Spatial_Acres","match"
"183",1670113,"249yp","additional",423,415,FALSE
"109",493238,"250ty","correlated",525,532,FALSE
"176",1670100,"250ty","additional",525,532,FALSE
"120",1540884,"252yp","correlated",224,225,FALSE
"184",1670114,"252yp","additional",224,225,FALSE
"121",1541834,"258yp","correlated",816,809,FALSE
"185",1670115,"258yp","additional",816,809,FALSE
"110",493234,"260ty","correlated",77,77,TRUE
"177",1670101,"260ty","additional",77,77,TRUE
"122",1541852,"260yp","correlated",171,170,FALSE
"186",1670117,"260yp","additional",171,170,FALSE
"124",1541859,"261yp","correlated",16,17,FALSE
"187",1670121,"261yp","additional",16,17,FALSE
"123",1542445,"262yp","correlated",50,48,FALSE
"188",1670118,"262yp","additional",50,48,FALSE
"125",1542447,"267yp","correlated",114,113,FALSE
"189",1670123,"267yp","additional",114,113,FALSE
"126",1542446,"268yp","correlated",231,230,FALSE
"190",1670126,"268yp","additional",231,230,FALSE
"127",1542452,"275yp","correlated",53,47,FALSE
"191",1670127,"275yp","additional",53,47,FALSE
"128",1542451,"276yp","correlated",196,196,TRUE
"192",1670128,"276yp","additional",196,196,TRUE
"129",1542311,"278yp","correlated",5,5,TRUE
"193",1670130,"278yp","additional",5,5,TRUE
"168",1542405,"285yp","correlated",280,277,FALSE
"194",1672461,"285yp","additional",280,277,FALSE
"130",1542468,"287yp","correlated",114,114,TRUE
"195",1670131,"287yp","additional",114,114,TRUE
"131",1542465,"290yp","correlated",239,121,FALSE
"196",1670132,"290yp","additional",239,121,FALSE
"132",1542410,"292yp","correlated",407,441,FALSE
"197",1670134,"292yp","additional",407,441,FALSE
"133",1542411,"295yp","correlated",230,226,FALSE
"198",1670135,"295yp","additional",230,226,FALSE
"134",1542476,"296yp","correlated",116,104,FALSE
"199",1670137,"296yp","additional",116,104,FALSE
"135",1542474,"298yp","correlated",750,744,FALSE
"200",1670138,"298yp","additional",750,744,FALSE
"136",1542473,"299yp","correlated",213,208,FALSE
"201",1670139,"299yp","additional",213,208,FALSE
"137",1542472,"300yp","correlated",37,37,TRUE
"202",1670140,"300yp","additional",37,37,TRUE
"216",2425107,"3021","correlated",0,291,FALSE
"217",2480973,"3033","correlated",0,204,FALSE
"218",2220266,"3038","correlated",0,111,FALSE
"139",1542489,"303yp","correlated",448,436,FALSE
"203",1670142,"303yp","additional",448,436,FALSE
"138",1542485,"307yp","correlated",20,20,TRUE
"204",1670141,"307yp","additional",20,20,TRUE
"140",1542483,"309yp","correlated",91,89,FALSE
"205",1670143,"309yp","additional",91,89,FALSE
"141",466359,"310yp","correlated",197,196,FALSE
"206",1670144,"310yp","additional",197,196,FALSE
"142",466363,"316yp","correlated",480,430,FALSE
"207",1670145,"316yp","additional",480,430,FALSE
"143",466366,"318yp","correlated",21,20,FALSE
"208",1670146,"318yp","additional",21,20,FALSE
"144",1540922,"320yp","correlated",88,87,FALSE
"209",1670147,"320yp","additional",88,87,FALSE
"145",1540932,"321yp","additional",12,0,FALSE
"146",1540933,"322yp","correlated",45,37,FALSE
"210",1670149,"322yp","additional",45,37,FALSE
"147",1540934,"323yp","correlated",219,18,FALSE
"211",1670150,"323yp","additional",219,18,FALSE
"148",1540935,"324yp","correlated",7796,7437,FALSE
"212",1670151,"324yp","additional",7796,7437,FALSE
"149",1541816,"328yp","correlated",4786,4791,FALSE
"213",1670152,"328yp","additional",4786,4791,FALSE
"219",2538418,"4040","correlated",0,625,FALSE
"221",2220270,"4046","correlated",0,735,FALSE
"220",2220269,"4048","correlated",0,241,FALSE
"222",1913590,"6029","correlated",0,734,FALSE
"223",2685395,"6033","correlated",0,32,FALSE
"224",1913591,"6034","correlated",0,153,FALSE
"225",2685398,"6036","correlated",0,87,FALSE
"252",1913592,"6037","correlated",0,995,FALSE
"226",1900697,"6038","correlated",0,756,FALSE
"227",2482710,"6039","correlated",0,159,FALSE
"228",2399771,"6076","correlated",0,86,FALSE
"229",2403747,"6202","correlated",0,2,FALSE
"230",2399774,"6206","correlated",0,81,FALSE
"231",2538421,"7211","correlated",0,71,FALSE
"232",2399780,"8110","correlated",0,248,FALSE
"233",2399783,"8115","correlated",0,76,FALSE
"234",1913602,"8160","correlated",0,74,FALSE
"235",2220301,"8161","correlated",0,1377,FALSE
"236",2452459,"8162","correlated",0,2024,FALSE
"237",2383083,"8171","correlated",0,358,FALSE
"238",2383084,"8172","correlated",0,326,FALSE
"239",1913601,"8173","correlated",0,548,FALSE
"240",2424962,"8175","correlated",0,15,FALSE
"241",2424963,"8176","correlated",0,2479,FALSE
"242",1913605,"8177","correlated",0,556,FALSE
"243",1913606,"8178","correlated",0,1720,FALSE
"244",2455490,"8190","correlated",0,277,FALSE
"245",2483494,"8194","correlated",0,1195,FALSE
"246",2455492,"8286","correlated",0,392,FALSE
"247",2455495,"8287","correlated",0,1415,FALSE
"248",2455494,"8289","correlated",0,2615,FALSE
"249",2424960,"8318","correlated",0,5,FALSE
"250",2424961,"8319","correlated",0,308,FALSE
"150",1670182,"AkFma","correlated",23,25,FALSE
"151",1670183,"BdDma","correlated",5,5,TRUE
"152",1670184,"BdEma","correlated",16,17,FALSE
"153",1670185,"BeFma","correlated",100,101,FALSE
"154",1670186,"BrFma","correlated",46,47,FALSE
"155",467485,"DAM","correlated",38,39,FALSE
"251",1670187,"DAM","additional",38,39,FALSE
"156",1670188,"JbDma","correlated",1,1,TRUE
"157",1670189,"JbFma","correlated",17,17,TRUE
"158",1670190,"JcDma","correlated",71,73,FALSE
"159",1670191,"LdCma","correlated",160,161,FALSE
"160",1670192,"MaFma","correlated",14451,1157,FALSE
"161",1670193,"MaGma","correlated",31,31,TRUE
"162",1670194,"MbGma","correlated",3562,3475,FALSE
"163",1670195,"MbHma","correlated",85,85,TRUE
"164",1670196,"MdGma","correlated",36586,52,FALSE
"165",1670197,"MeDma","correlated",31,32,FALSE
"166",1670198,"MfFma","correlated",45,44,FALSE
"167",1670199,"TbFma","correlated",25,24,FALSE
"101",2373912,"W","correlated",2781,3210,FALSE
"214",465075,"W","additional",2781,3210,FALSE
