"","MU Rec ID","MUSYM","Status","Legend_Acres","Spatial_Acres","match"
"47",462989,"CkB","correlated",1344,1393,FALSE
"48",462990,"CkD","correlated",1658,1688,FALSE
"49",462991,"CkD2","correlated",956,968,FALSE
"50",462992,"CkE2","correlated",87,88,FALSE
"51",462993,"DaB","correlated",116,123,FALSE
"52",462994,"DaD2","correlated",118,129,FALSE
"53",462995,"DbA","correlated",422,1292,FALSE
"54",462996,"DbB","correlated",150,128,FALSE
"55",462997,"DcA","correlated",3655,3678,FALSE
"56",462998,"DdA","additional",5336,5384,FALSE
"292",2585361,"DdA","correlated",5336,5384,FALSE
"57",462999,"DdB","correlated",878,872,FALSE
"58",463000,"DeA","correlated",3815,3925,FALSE
"59",463001,"DfA","additional",30490,30352,FALSE
"291",2585358,"DfA","correlated",30490,30352,FALSE
"60",463002,"DfB","additional",4777,4952,FALSE
"290",2585397,"DfB","correlated",4953,4952,FALSE
"61",463003,"DfC","correlated",424,390,FALSE
"62",463004,"DgA","correlated",3822,3812,FALSE
"63",463005,"DgB","correlated",149,173,FALSE
"64",463006,"DhA","correlated",373,351,FALSE
"65",463007,"DkA","correlated",1792,1842,FALSE
"66",463008,"DmA","correlated",119,124,FALSE
"67",463009,"DnA","correlated",390,395,FALSE
"68",463010,"DoA","correlated",807,1696,FALSE
"69",463011,"DpA","correlated",3186,3230,FALSE
"70",463012,"DrA","correlated",2627,2753,FALSE
"71",463013,"DsA","correlated",264,354,FALSE
"72",463014,"DtA","correlated",264,265,FALSE
"73",463015,"DuA","correlated",576,581,FALSE
"74",463016,"DuB","correlated",1193,1193,TRUE
"75",463017,"EaD","correlated",2463,2464,FALSE
"76",463018,"FaA","correlated",352,323,FALSE
"77",463019,"FbA","correlated",674,628,FALSE
"78",463020,"FcA","correlated",260,211,FALSE
"79",463021,"FdA","correlated",830,858,FALSE
"80",463022,"FeA","correlated",137,201,FALSE
"81",463023,"FfA","correlated",619,675,FALSE
"82",463024,"FgA","correlated",339,310,FALSE
"83",463025,"FkA","correlated",414,411,FALSE
"84",463026,"FmA","correlated",213,208,FALSE
"85",463027,"FnA","correlated",705,1059,FALSE
"86",463028,"FoA","correlated",81,84,FALSE
"87",463029,"FpA","correlated",10666,11611,FALSE
"88",463030,"FrA","correlated",15522,16431,FALSE
"89",463031,"FsA","correlated",11694,12644,FALSE
"90",2641197,"GaA","correlated",5487,5496,FALSE
"295",463032,"GaA","additional",5487,5496,FALSE
"91",463033,"GbA","correlated",3373,3465,FALSE
"92",463034,"GcA","correlated",2030,2118,FALSE
"93",463035,"GdA","correlated",73,91,FALSE
"94",463036,"GeA","correlated",994,1034,FALSE
"95",463037,"GfA","correlated",2743,2728,FALSE
"96",463038,"GfB","correlated",618,633,FALSE
"97",463039,"GfB3","correlated",19,19,TRUE
"98",463040,"HaA","correlated",3116,2527,FALSE
"99",463041,"HbA","correlated",1295,1672,FALSE
"100",463042,"HcB","correlated",671,705,FALSE
"101",463043,"HdA","correlated",1078,1104,FALSE
"102",463044,"HeA","correlated",5106,3724,FALSE
"103",463045,"HfA","correlated",1083,1194,FALSE
"104",463046,"HgA","correlated",14142,14953,FALSE
"105",463047,"HhA","correlated",13185,14061,FALSE
"106",463048,"HkA","correlated",310,334,FALSE
"107",463049,"HmA","correlated",627,683,FALSE
"108",463050,"HnA","correlated",100,97,FALSE
"109",463051,"HoA","correlated",4995,5068,FALSE
"110",463052,"HpA","correlated",3482,3986,FALSE
"111",463053,"HrA","correlated",906,891,FALSE
"112",463054,"HsA","correlated",454,455,FALSE
"113",463055,"HtA","correlated",9623,10111,FALSE
"114",463056,"HuA","correlated",758,777,FALSE
"115",463057,"HwA","correlated",1816,1799,FALSE
"116",463058,"HxA","correlated",117,118,FALSE
"117",463059,"HzA","correlated",258,269,FALSE
"118",463060,"INT","additional",6566,0,FALSE
"119",463061,"KaB","correlated",2098,2102,FALSE
"120",463062,"KbB","correlated",2416,2387,FALSE
"121",463063,"KbC","correlated",78,72,FALSE
"122",463064,"KcB","correlated",2569,2578,FALSE
"123",463065,"LaA","correlated",5059,5131,FALSE
"124",463066,"LbA","correlated",3820,4640,FALSE
"125",463067,"LcA","correlated",232,389,FALSE
"126",463068,"LdA","correlated",528,442,FALSE
"127",463069,"LeA","correlated",7078,6749,FALSE
"128",463070,"LfA","correlated",5887,6021,FALSE
"129",463071,"LgA","correlated",1189,1446,FALSE
"130",463072,"LhA","correlated",5409,5528,FALSE
"131",463073,"LkA","correlated",5792,5889,FALSE
"132",463074,"LmA","correlated",3977,3952,FALSE
"133",463075,"LnA","correlated",1063,1123,FALSE
"134",463076,"LoA","correlated",6951,6930,FALSE
"135",463077,"LpA","correlated",7727,7660,FALSE
"136",463078,"LrA","correlated",2564,2575,FALSE
"287",849087,"Ma","correlated",35,35,TRUE
"137",463079,"MaA","correlated",3241,3199,FALSE
"138",463080,"MbA","correlated",3604,3620,FALSE
"139",463081,"McA","correlated",157,147,FALSE
"140",463082,"MdA","correlated",3099,2928,FALSE
"141",463083,"MdB","correlated",1343,1338,FALSE
"142",463084,"MeA","correlated",1745,1841,FALSE
"143",463085,"MfA","correlated",1220,1245,FALSE
"144",463086,"MgA","correlated",1960,1982,FALSE
"145",463087,"MhA","correlated",1076,1090,FALSE
"146",463088,"MkA","correlated",136,136,TRUE
"147",463089,"MmA","correlated",4115,4142,FALSE
"148",463090,"MnA","correlated",2659,2755,FALSE
"149",463091,"MoA","additional",60,0,FALSE
"150",463092,"MpA","correlated",3723,3792,FALSE
"151",463093,"MrA","correlated",81,85,FALSE
"152",463094,"MrB","correlated",1726,1785,FALSE
"153",463095,"MrC","correlated",1546,1562,FALSE
"154",463096,"MrC2","correlated",1554,1592,FALSE
"155",463097,"MrD2","correlated",3200,3213,FALSE
"156",463098,"MrE2","correlated",159,177,FALSE
"288",1486182,"NODIG","additional",0,0,TRUE
"289",2493771,"NOTCOM","approved",0,904,FALSE
"157",463099,"PaA","correlated",3237,3168,FALSE
"158",463100,"PbA","correlated",1687,1705,FALSE
"159",463101,"PcA","correlated",510,467,FALSE
"160",463102,"PdA","correlated",3007,2971,FALSE
"161",463103,"PeA","correlated",1330,1292,FALSE
"162",463104,"PfA","correlated",3432,3434,FALSE
"163",463105,"PgA","correlated",1769,1756,FALSE
"164",463106,"PhB","correlated",1384,1462,FALSE
"165",463107,"PhD","correlated",377,346,FALSE
"166",463108,"PkB","correlated",9139,9086,FALSE
"167",463109,"PkD","correlated",5791,5828,FALSE
"168",463110,"PmB","correlated",1904,1846,FALSE
"169",463111,"PmD","correlated",1077,1095,FALSE
"170",463112,"PmE","correlated",121,120,FALSE
"171",2689442,"PnB","correlated",1128,1128,TRUE
"301",463113,"PnB","additional",1128,1128,TRUE
"172",463114,"PnC","correlated",196,202,FALSE
"173",463115,"PoB","correlated",1694,1729,FALSE
"174",463116,"PoD","correlated",934,906,FALSE
"175",463117,"PpA","correlated",363,343,FALSE
"176",463118,"PsA","correlated",421,421,TRUE
"177",463119,"PtA","correlated",24,24,TRUE
"178",463120,"PuA","correlated",206,244,FALSE
"179",463121,"Pv","correlated",60,45,FALSE
"180",463122,"PwA","correlated",5529,5518,FALSE
"181",463123,"PwB","correlated",156,150,FALSE
"182",463124,"PxA","correlated",595,574,FALSE
"183",463125,"PyA","correlated",1241,1219,FALSE
"184",463126,"PzA","correlated",229,227,FALSE
"185",463127,"RaA","correlated",3600,3666,FALSE
"186",463128,"RaB","correlated",1791,1795,FALSE
"187",463129,"RaC","correlated",185,186,FALSE
"188",463130,"RbA","correlated",3120,3100,FALSE
"189",463131,"RbB","correlated",1750,1760,FALSE
"190",463132,"RbC","correlated",491,490,FALSE
"191",2659422,"RcB","correlated",2147,2248,FALSE
"300",463133,"RcB","additional",2147,2248,FALSE
"192",463134,"RdA","correlated",107,114,FALSE
"193",2659416,"ReB","correlated",35531,35740,FALSE
"298",463135,"ReB","additional",35531,35740,FALSE
"194",2659419,"ReD","correlated",2343,2350,FALSE
"299",463136,"ReD","additional",2343,2350,FALSE
"195",463137,"Rf","correlated",2855,2650,FALSE
"196",463138,"RgA","correlated",1249,1292,FALSE
"197",463139,"RgB","correlated",5974,5899,FALSE
"198",463140,"RgC","correlated",36,37,FALSE
"199",463141,"RkA","correlated",273,246,FALSE
"200",463142,"RkB","correlated",1996,2004,FALSE
"201",463143,"RkB2","correlated",392,384,FALSE
"202",463144,"RkC2","correlated",156,159,FALSE
"203",463145,"RmA","correlated",2232,2360,FALSE
"204",463146,"RnA","correlated",3306,3663,FALSE
"205",463147,"RoA","correlated",26,70,FALSE
"206",463148,"RpA","correlated",2412,2431,FALSE
"207",463149,"RrA","correlated",5390,5349,FALSE
"208",463150,"RsA","correlated",1315,1327,FALSE
"209",463151,"RsB","correlated",119,126,FALSE
"210",463152,"RtA","correlated",1576,1573,FALSE
"211",463153,"Sa","correlated",1371,1430,FALSE
"212",463154,"SbA","correlated",5635,5520,FALSE
"213",463155,"SbB","correlated",1485,1628,FALSE
"214",2641196,"ScA","correlated",6685,6723,FALSE
"294",463156,"ScA","additional",6685,6723,FALSE
"215",463157,"ScB","correlated",3607,3591,FALSE
"216",463158,"SdA","correlated",5135,5169,FALSE
"217",463159,"Se","correlated",40,46,FALSE
"218",463160,"SfB","correlated",383,383,TRUE
"219",463161,"SfD","correlated",144,136,FALSE
"220",463162,"SgA","correlated",937,939,FALSE
"221",463163,"SgB","correlated",112,128,FALSE
"222",463164,"Sh","correlated",92,70,FALSE
"223",463165,"Sk","correlated",87,89,FALSE
"224",463166,"SmA","correlated",656,652,FALSE
"225",463167,"SnA","correlated",5204,5251,FALSE
"226",463168,"SnB","correlated",3165,3186,FALSE
"227",463169,"SnB2","correlated",571,576,FALSE
"228",463170,"SnC","correlated",868,882,FALSE
"229",463171,"SnC2","correlated",857,863,FALSE
"230",463172,"SnD2","correlated",622,619,FALSE
"232",463174,"Ta","correlated",5265,5302,FALSE
"233",463175,"TbA","correlated",306,340,FALSE
"234",463176,"TcA","correlated",2516,2477,FALSE
"235",463177,"TdA","correlated",450,255,FALSE
"236",463178,"TeA","correlated",106,155,FALSE
"237",463179,"TfA","correlated",2203,2217,FALSE
"231",463173,"TFA","additional",0,0,TRUE
"238",463180,"Tg","correlated",1426,1508,FALSE
"239",463181,"ThA","correlated",65,65,TRUE
"240",463182,"TkA","correlated",123,1026,FALSE
"241",463183,"TmA","correlated",434,463,FALSE
"242",463184,"TnA","correlated",3373,3341,FALSE
"243",463185,"ToA","correlated",6788,6825,FALSE
"244",463186,"TpA","correlated",2891,2865,FALSE
"245",463187,"Tr","correlated",21,30,FALSE
"246",463188,"TsA","correlated",649,650,FALSE
"247",463189,"TtA","correlated",1157,1169,FALSE
"248",463190,"TuA","correlated",1634,1501,FALSE
"249",463191,"TwA","correlated",596,502,FALSE
"250",2373912,"W","correlated",4110,3956,FALSE
"304",463192,"W","additional",4110,3956,FALSE
"251",463193,"WaA","correlated",522,536,FALSE
"252",463194,"WbA","correlated",1024,1065,FALSE
"253",463195,"WcA","correlated",510,321,FALSE
"254",463196,"WdA","correlated",296,284,FALSE
"255",463197,"WeA","correlated",295,445,FALSE
"256",463198,"WfA","correlated",1660,1660,TRUE
"257",463199,"WgB","correlated",578,587,FALSE
"258",463200,"WgB2","correlated",73,64,FALSE
"259",463201,"WgD","correlated",1953,1739,FALSE
"260",463202,"WgD2","correlated",429,431,FALSE
"261",463203,"WhB","correlated",3142,3191,FALSE
"262",463204,"WhB2","correlated",149,158,FALSE
"263",463205,"WhC","correlated",3433,3150,FALSE
"264",463206,"WhC2","correlated",930,909,FALSE
"265",463207,"WhD2","correlated",4898,4924,FALSE
"266",463208,"WhE2","correlated",280,267,FALSE
"267",463209,"WkB","correlated",687,698,FALSE
"268",463210,"WkC","correlated",144,440,FALSE
"269",463211,"WkC2","correlated",90,92,FALSE
"270",463212,"WkD2","correlated",787,757,FALSE
"271",463213,"WmB2","correlated",6080,6084,FALSE
"272",463214,"WmC2","correlated",1488,1464,FALSE
"273",463215,"WnA","correlated",7243,7298,FALSE
"274",463216,"WoA","correlated",4953,5191,FALSE
"275",463217,"WpA","correlated",1822,1757,FALSE
"276",463218,"WrA","correlated",3777,3804,FALSE
"277",463219,"WsA","correlated",7513,7511,FALSE
"278",463220,"WtA","correlated",536,535,FALSE
"279",463221,"YaA","correlated",534,545,FALSE
"280",463222,"YbA","correlated",10023,10010,FALSE
"281",463223,"YcA","correlated",4273,4041,FALSE
"282",463224,"YcB","correlated",318,314,FALSE
"283",2659392,"YdA","correlated",2390,2400,FALSE
"293",463225,"YdA","additional",2390,2400,FALSE
"284",463226,"YeA","correlated",252,498,FALSE
"285",463227,"Zw","additional",4110,0,FALSE
"286",463228,"ZwI","additional",6566,0,FALSE
