"","MU Rec ID","MUSYM","Status","Legend_Acres","Spatial_Acres","match"
"34",462026,"134","correlated",4515,4600,FALSE
"35",462027,"135","correlated",730,773,FALSE
"36",462028,"136","correlated",1645,1668,FALSE
"37",2659453,"137","correlated",405,391,FALSE
"206",462029,"137","additional",405,391,FALSE
"38",2698831,"138","correlated",770,794,FALSE
"215",462030,"138","additional",770,794,FALSE
"39",2698832,"139","correlated",660,715,FALSE
"216",462031,"139","additional",660,715,FALSE
"40",462032,"140","correlated",1570,1569,FALSE
"41",462033,"141","correlated",1685,1651,FALSE
"42",462034,"142","additional",20450,18890,FALSE
"188",2585383,"142","correlated",18890,18890,TRUE
"43",462035,"143","correlated",3675,3626,FALSE
"44",462036,"144","correlated",375,455,FALSE
"45",462037,"145","correlated",1180,1002,FALSE
"46",462038,"146","correlated",1145,1224,FALSE
"47",462039,"147","correlated",400,340,FALSE
"48",462040,"148","correlated",1290,1250,FALSE
"49",2685594,"149","correlated",9545,9567,FALSE
"201",462041,"149","additional",9545,9567,FALSE
"50",462042,"150","correlated",560,724,FALSE
"51",462043,"151","correlated",505,405,FALSE
"52",462044,"152","correlated",1495,1491,FALSE
"53",2698834,"153","correlated",10140,11429,FALSE
"211",462045,"153","additional",10104,11429,FALSE
"54",462046,"154","correlated",8160,8955,FALSE
"55",462047,"155","correlated",355,795,FALSE
"56",462048,"156","correlated",3220,3543,FALSE
"57",462049,"157","correlated",4055,4151,FALSE
"58",462050,"158","correlated",9130,8219,FALSE
"59",462051,"159","correlated",4985,3876,FALSE
"60",2659444,"160","correlated",8560,8331,FALSE
"202",462052,"160","additional",8560,8331,FALSE
"61",2659445,"161","correlated",350,338,FALSE
"203",462053,"161","additional",350,338,FALSE
"62",2659446,"162","correlated",1480,1542,FALSE
"204",462054,"162","additional",1480,1542,FALSE
"63",462055,"163","correlated",3655,3453,FALSE
"64",2676649,"164","correlated",8130,7828,FALSE
"231",462056,"164","additional",8130,7828,FALSE
"65",2676650,"165","correlated",3765,3634,FALSE
"232",462057,"165","additional",3765,3634,FALSE
"66",462058,"166","correlated",7900,8101,FALSE
"67",462059,"167","correlated",3075,2887,FALSE
"68",462060,"168","correlated",1555,488,FALSE
"69",462061,"169","correlated",14090,13952,FALSE
"70",462062,"170","correlated",2350,2559,FALSE
"71",462063,"171","correlated",535,565,FALSE
"72",462064,"172","correlated",1305,1351,FALSE
"73",462065,"173","correlated",23344,25605,FALSE
"74",462066,"174","correlated",740,698,FALSE
"75",462067,"175","correlated",7555,7928,FALSE
"76",2676651,"176","correlated",7595,7307,FALSE
"233",462068,"176","additional",7595,7307,FALSE
"77",2676652,"177","correlated",1910,1947,FALSE
"234",462069,"177","additional",1910,1947,FALSE
"78",2676653,"178","correlated",5460,5152,FALSE
"235",462070,"178","additional",5460,5152,FALSE
"79",462071,"179","correlated",3855,3402,FALSE
"80",462072,"180","correlated",32024,24169,FALSE
"81",462073,"181","correlated",17925,17565,FALSE
"82",462074,"182","correlated",2975,2664,FALSE
"83",462075,"183","correlated",285,282,FALSE
"84",462076,"184","correlated",660,617,FALSE
"85",462077,"185","correlated",860,885,FALSE
"86",462078,"186","correlated",380,311,FALSE
"87",462079,"187","correlated",2510,2407,FALSE
"88",462080,"188","correlated",2270,2216,FALSE
"89",462081,"189","correlated",6760,6708,FALSE
"90",2698837,"190","correlated",17790,17662,FALSE
"239",462082,"190","additional",17790,17662,FALSE
"91",2698838,"191","correlated",5590,5068,FALSE
"237",462083,"191","additional",5590,5068,FALSE
"92",462084,"192","correlated",610,594,FALSE
"93",462085,"193","correlated",16735,17018,FALSE
"94",462086,"194","correlated",650,556,FALSE
"95",462087,"195","correlated",6985,7498,FALSE
"96",462088,"196","correlated",9680,9737,FALSE
"97",462089,"197","correlated",26864,27848,FALSE
"98",462090,"198","correlated",1125,821,FALSE
"99",462091,"199","correlated",605,686,FALSE
"100",462092,"200","correlated",6575,7919,FALSE
"101",462093,"201","correlated",735,693,FALSE
"102",462094,"202","correlated",2640,2661,FALSE
"103",462095,"203","correlated",6745,6676,FALSE
"104",2641210,"204","correlated",17130,16126,FALSE
"197",462096,"204","additional",17130,16126,FALSE
"105",462097,"205","correlated",1125,1112,FALSE
"106",2689438,"206","correlated",3380,3425,FALSE
"220",462098,"206","additional",3380,3425,FALSE
"107",2689439,"207","correlated",6645,7165,FALSE
"221",462099,"207","additional",6645,7165,FALSE
"108",2689440,"208","correlated",2205,1962,FALSE
"222",462100,"208","additional",2205,1962,FALSE
"109",2689441,"209","correlated",5635,5488,FALSE
"223",462101,"209","additional",5635,5488,FALSE
"110",462102,"210","correlated",4195,3665,FALSE
"111",462103,"211","correlated",1225,1084,FALSE
"112",2689442,"212","correlated",3210,3338,FALSE
"224",462104,"212","additional",3210,3338,FALSE
"113",462105,"213","correlated",470,350,FALSE
"114",462106,"214","correlated",1970,2038,FALSE
"115",462107,"215","correlated",455,469,FALSE
"116",462108,"216","correlated",2215,2003,FALSE
"117",462109,"217","correlated",595,727,FALSE
"118",462110,"218","correlated",420,452,FALSE
"119",2659421,"219","correlated",2020,2001,FALSE
"196",462111,"219","additional",2020,2001,FALSE
"120",2659416,"220","correlated",21259,23619,FALSE
"194",462112,"220","additional",21259,23619,FALSE
"121",2659419,"221","correlated",3410,4012,FALSE
"195",462113,"221","additional",3410,4012,FALSE
"122",462114,"222","correlated",735,761,FALSE
"123",462115,"223","correlated",540,508,FALSE
"124",2685610,"224","correlated",4460,5415,FALSE
"238",462116,"224","additional",4460,5415,FALSE
"125",2641192,"225","correlated",28924,30920,FALSE
"191",462117,"225","additional",28924,30920,FALSE
"192",2665632,"225-SD","additional",28924,0,FALSE
"126",462118,"226","correlated",5530,5110,FALSE
"127",462119,"227","correlated",1275,1233,FALSE
"128",462120,"228","correlated",6175,5972,FALSE
"129",462121,"229","correlated",1395,1514,FALSE
"130",2685583,"230","correlated",8785,10216,FALSE
"200",462122,"230","additional",8785,10216,FALSE
"131",2698841,"231","correlated",3115,2192,FALSE
"241",462123,"231","additional",3115,2192,FALSE
"132",2685599,"232","correlated",5060,3711,FALSE
"205",462124,"232","additional",5060,3711,FALSE
"133",2685586,"233","correlated",5470,4755,FALSE
"199",462125,"233","additional",5470,4755,FALSE
"134",2698856,"234","correlated",2940,2446,FALSE
"236",462126,"234","additional",2240,2446,FALSE
"135",2698843,"235","correlated",830,1079,FALSE
"217",462127,"235","additional",830,1079,FALSE
"136",462128,"236","correlated",4975,4222,FALSE
"137",462129,"237","correlated",4615,5884,FALSE
"138",462130,"238","correlated",4100,3883,FALSE
"139",462131,"239","correlated",2840,2576,FALSE
"140",462132,"240","correlated",10485,10209,FALSE
"141",462133,"241","correlated",7385,7328,FALSE
"142",462134,"242","correlated",1065,1031,FALSE
"143",2685598,"243","correlated",3245,3238,FALSE
"210",462135,"243","additional",3245,3238,FALSE
"144",462136,"244","correlated",450,371,FALSE
"145",2698849,"245","correlated",430,1644,FALSE
"242",462137,"245","additional",430,1644,FALSE
"146",2698850,"246","correlated",965,999,FALSE
"212",462138,"246","additional",695,999,FALSE
"147",2685602,"247","correlated",4725,4208,FALSE
"207",462139,"247","additional",4725,4208,FALSE
"148",462140,"248","correlated",685,675,FALSE
"149",462141,"249","correlated",2465,2508,FALSE
"150",462142,"250","correlated",17330,17079,FALSE
"151",462143,"251","correlated",3635,2688,FALSE
"152",462144,"252","correlated",10960,10447,FALSE
"153",462145,"253","correlated",865,985,FALSE
"154",462146,"254","correlated",3135,3630,FALSE
"155",462147,"255","correlated",16800,16330,FALSE
"156",462148,"256","correlated",30309,32397,FALSE
"157",462149,"257","correlated",4650,5061,FALSE
"158",462150,"258","correlated",1140,937,FALSE
"159",462151,"259","correlated",3185,2837,FALSE
"160",462152,"260","correlated",6250,2701,FALSE
"161",2685587,"261","correlated",9190,8526,FALSE
"198",462153,"261","additional",9190,8526,FALSE
"162",2657262,"262","correlated",1030,1080,FALSE
"230",462154,"262","additional",1030,1080,FALSE
"163",462155,"263","correlated",1115,1022,FALSE
"164",2698853,"264","correlated",3630,3251,FALSE
"240",462156,"264","additional",3630,3251,FALSE
"165",462157,"265","correlated",595,611,FALSE
"166",462158,"266","correlated",22319,23675,FALSE
"167",462159,"267","correlated",415,404,FALSE
"168",462160,"268","correlated",2700,2463,FALSE
"169",462161,"269","correlated",815,1225,FALSE
"170",462162,"270","correlated",985,927,FALSE
"171",462163,"271","correlated",2345,2256,FALSE
"172",2659404,"272","correlated",1830,1855,FALSE
"193",462164,"272","additional",1830,1855,FALSE
"173",462165,"273","correlated",1345,1177,FALSE
"174",462166,"274","correlated",3935,3913,FALSE
"175",2695443,"275","correlated",7425,7875,FALSE
"213",462167,"275","additional",7425,7875,FALSE
"176",2695442,"276","correlated",3100,3282,FALSE
"214",462168,"276","additional",3100,3282,FALSE
"177",462169,"277","correlated",375,155,FALSE
"178",462170,"278","correlated",1970,2075,FALSE
"179",462171,"279","correlated",1545,1412,FALSE
"180",462172,"280","correlated",2105,4958,FALSE
"181",462173,"281","correlated",2170,2053,FALSE
"182",462174,"282","correlated",4625,5354,FALSE
"183",462175,"283","correlated",885,949,FALSE
"218",462177,"284","additional",19819,0,FALSE
"219",462178,"285","additional",69,0,FALSE
"227",2559209,"5012","correlated",0,667,FALSE
"228",2559205,"5201","correlated",0,13,FALSE
"229",2685408,"8111","correlated",0,16397,FALSE
"186",467485,"DAM","correlated",69,165,FALSE
"187",1469089,"M-W","correlated",21,21,TRUE
"184",462176,"W","additional",19840,22541,FALSE
"185",2373912,"W","correlated",19819,22541,FALSE
